text,label
"Oh, that is so not true.",3
"Oh, it is.",0
It isn't.,3
It is.,0
Isn't!,3
"Breathe, breathe, breathe...",2
"Oh, no.",2
Ew! What is that? Something exploded!,2
"Breathe, breathe, breathe.",4
Please. This is so your fault.,0
"How, how is this my fault?",2
You tryin' to be clever? A funny lady?,0
"Oh, I'm threatened by you?",3
Yes.,0
"Yeah, Susan.",0
Are they here yet?,0
Ok.,0
Ok?,0
Ok.,0
Oh.,0
I'm a waitress.,0
Yeah. Gotcha.,0
Ok. That's fine.,0
"No, this is a loaner.",0
"Yeah, they're not so bad.",0
Every day is Lesbian Lover Day.,1
This is so great.,1
You wanna explain that?,0
Where are they?,0
"Yeah, honey, they wouldn't miss this.",0
You are really frightening me.,2
"All right, ten centimeters, here we go.",0
But they're not here yet!,2
"Oh, god.",2
"Ok, got the vent open.",0
What do you see?,1
"Phoebs, It's open! It's open!",1
Wait! You forgot your legs!,5
"Push, push!",5
And here's little Ben nodding off...,0
"Awww, look at Aunt Monica's little boy!",1
"Oh, look, he's got Ross's haircut!",1
"Oh, let me see! Oh, God, is he just the sweetest thing? You must just want to kiss him all over!",1
That would be nice.,6
Pardon?,0
"Nothing, just a little extra air in my mouth. Pffft. Pffffffft.",0
"Hey, Chan, can you help me out here? I promise I'll pay you back.",0
"Oh, yeah, right, OK... inlcuding the waffles last week, you now owe me... 17 jillion dollars.",3
"I will, really. I'll pay you back this time.",0
... And where's this money coming from?,3
Well... I'm helping out down at the N.Y.U. Med School with some... research.,0
What kind of research?,0
"Oh, just, y'know.... science.",0
"Science. Yeah, I think I've heard of that.",0
... It's a fertility study.,0
"Oh, Joey, please tell me you're only donating your time.",0
Hey.,0
"Wow, ooh, you're gonna be making money hand over fist!",1
"I mean, this is unbelievable.",1
"I know. This is really, really huge.",1
No it's not. It's small. It's tiny. It's petite. It's wee.,5
Nuh-uh. I don't think any of our lives are ever gonna be the same ever again.,1
"OK, is there a mute button on this woman?",5
"I think this is so great! I mean, you and Ross! D-did you have any idea?",1
"Well, given that he's desperately in love with you, he probably wouldn't mind getting a cup of coffee or something.",1
"Ross? All this time? Well, I've got to talk to him.",1
H-He's in China!,2
The country.,0
"No, no, wait. His flight doesn't leave for another forty-five more minutes.",0
What about the time difference?,0
From here to the airport?,2
Yes! You're never gonna make it!,5
"Rachel, what're you gonna say to him?",0
I-I-I don't know.,2
Well then maybe you shouldn't go.,0
"Yeah, but if it's good news, you should tell him now.",1
"Here, look, alright, does this help?",0
"Rachel, I love you! Deal with me first!",1
Alright!,0
Ni-chou chi-ma!,0
"Ross! Excuse me, pardon me, excuse me....",0
Hi!,0
Hi.,1
May I see your boarding pass?,0
No no no! Federal regulations!,2
"OK, alright, OK, um... then could you please, uh... just give him a message for me? Please? This is very important.",3
Alright. What's the message?,2
Uh... I don't know.,0
"Sir? Sir? Excuse me, sir? Uh... I have a message for you.",6
What?,5
"Mmmmmm... Oh, Joey, Joey, Joey... I think I blacked out there for a minute!",0
"Heh, heh. It was nothin'.",1
"Well, now we've gotta find something fun for you!",1
"Uhhh.. y'know what? Forget about me. Let's, uh... let's give you another turn.",2
M-Me again?,1
Sure! Why not?,1
"Boy, somebody's gonna get a big fruit basket tomorrow.",1
"Oooh, I gotta tell you... you are nothing like I thought you would be.",1
How do you mean?,0
Sure.,1
"Yeah, but, y'know, it's... it would be like starting on the fifteenth date.",4
Another good point.,0
Huh?,2
Why isn't it working out?,2
I don't know... sometimes it doesn't.,2
Is he not cute enough for you?,3
No!,6
Does he not make enough money?,3
"No, I'm just....",2
Maybe there's someone else.,0
Wha...,1
Is there? Is there someone else?,3
No! There is.. there is noone else!,2
"Hey, big...",0
Shhhh!,2
...spender.,1
She's still asleep.,0
So how'd it go?,0
I didn't know you had another level.,0
I know! Neither did I!,1
"Hey, great skirt! Birthday present?",1
Yeah.,4
"Oh, from who?",0
"Oh, why?",2
Who is it?,0
"It's me, Carl.",0
C'mon up.,0
Seven hundred bucks!,1
"Excuse me, pardon me, excuse me, excuse me, sorry. Hi.",2
"For God's sake, will you let it go? There's no Rachel!",3
"Oh, hey, hey, I got that.",0
"Oh, thanks, sweetie.",0
No problem. I cannot wait for you to meet my friends.,0
Really?,0
Yeah.,0
"No, no, they will. I just... uh...",0
Can't wait.,0
"Come on, they're gonna love you.",0
Oh my god. Oh my god. Excuse me. Move! Move! Emergency! Excuse me!,1
Rach!,1
"It was, it was great. Oh, what happened?",2
What?,2
You're bleeding.,2
"I am? Oh, look at that, yes I am. Enough about me, enough about me, Mr. Back from the Orient. Come on. I wanna hear everything! Everything.",1
"Well, where do I start? This is Julie. Julie, this is Rachel.",1
"These are, these aren't for you. These are for you. Welcome to our country.",0
Thank you. I'm from New York.,4
"Ok, well, not a problem. We'll just use them to stop the bleeding. Ok. Baggage claim? Ok.",4
"Hey, Rach, can I get some coffee?",0
"Yeah, sure.",0
Thank you.,1
"Hey, Rach, can I get...",0
Did you talk to him?,2
Not yet.,0
"Then, no.",3
"So what the hell happened to you in China? I mean, when last we left you, you were totally in love with, you know.",0
"I know, I know I was, but there was always this little voice inside that kept saying it's never gonna happen, move on. You know whose voice that was?",3
God?,2
"It was you, pal.",1
"Well, maybe it was God, doing me.",2
"Well, you owe me one, big guy.",5
Here's your lemonade.,0
I didn't order lemonade.,0
"Oh. Well then, you better go take that back because they're gonna charge you for that.",0
But...,0
"Go-go-go-go, come on! So uh, what did you find out?",2
How is that the silver lining?,3
You have to really wanna see it.,5
"You know, I think I was sixteen.",1
"Please, just a little bit off the back.",1
"I'm still on ""no.""",5
"No-no-no-no-no, I'm not fallin' for that again.",2
What's goin' on?,3
What stupid thing did you do?,3
Bon giorno tutti!,5
Ewww!,5
"All right, that's it, I quit.",3
What? I didn't say anything.,2
"Yeah, but this isn't the face of a person who trusts a person. Ok, this is the face of a person who, you know, doesn't trust a person.",3
"I'm sorry. I'm sorry, Phoebe. It's just a little shorter than what we had discussed.",6
Would you relax? I know what I am doing. This is how he wears it.,3
How who wears it?,3
Demi Moore.,0
Demi Moore is not a he.,3
"Well, he was a he in Arthur, and in Ten.",0
That's Dudley Moore. I said I wanted it like Demi Moore.,3
Oh. Oh!,2
Oh my God!,2
Oh my God!,2
Oh my God!,2
"She's the actress that was in Disclosure, Indecent Proposal, Ghost!",0
"Oh, she's got gorgeous hair.",1
I know!,3
Even Mary Tyler Moore would've been better.,3
"I like it. I do, I think it's a Ten.",1
Thank you. My hair is very amused.,3
"Come on, Monica, things could be worse. You could get caught between the moon and New York City. I know it's crazy, but it's true.",1
Thank you.,1
"Well, I gotta go. Bye. Bye, Rach.",1
"Wait, are you leaving?",2
"Yeah, that's kinda what I meant by ""bye!""",3
"Well, can I talk to you for a sec?",2
Okay.,0
"Hey, when the doctor does that hernia test...",2
That's ok.,4
What's goin' on?,2
No. No-no-no-no.,5
Really?,4
"You deserve to be with someone who appreciates you, and who gets how funny and sweet and amazing, and adorable, and sexy you are, you know? Someone who wakes up every morning thinking ""Oh my god, I'm with Rachel"". You know, someone who makes you feel good, the way I am with Julie. Was there a second of all?",4
"No, I think that was the whole all.",6
Okay. Okay. Okay.,1
"I swear to god, Dad. That's not how they measure pants.",3
"Oh yeah! Oh, I can do that.",1
Really?,1
You wanna do it right now?,2
Great!,1
"Ok, I just wanna be really sure this time. Andie McDowell's the girl from Four Weddings and a Funeral, right?",2
No. No no no no no. That's Rodney McDowell. Andie McDowell is the guy from Planet of the Apes.,4
"Oh, yeah. Ok, thank you.",4
You're welcome.,0
"Oh, is he hungry already?",0
I guess so.,0
"You know, it's... something funny about sneakers. I'll be right back.",0
"I gotta get one, too.",0
What are you guys doing?,2
We're just hanging out by the spoons. Ladle?,0
"Look, would you guys grow up? That is the most natural beautiful thing in the world.",3
"Yeah, we know, but there's a baby suckin' on it.",0
Carol?,0
Carol? I was just wondering if Joey could ask you a question about breast-feeding?,0
Sure.,0
"Uh, does it hurt?",2
"It did at first, but not anymore.",0
Chandler?,0
"So, uh, how often can you do it?",2
As much as he needs.,0
"Ok, I got one, I got one. Uh, if he blows into one, does the other one get bigger?",1
"Rachel, do you have any muffins left?",0
"Yeah, I forget which ones.",0
No thanks.,0
"Oh, you're losin' your apron here, let me get it. There you go.",0
Thank you. What a bitch.,3
"I can't, I have to take my grandmother to the vet.",0
"Ok, um, I'll go with you.",0
Great.,1
"Hi, honey.",1
"Hey, sweetums.",1
Hello to the rest.,0
Hi!,1
"It's gonna be a problem, isn't it?",0
But I'm...,0
"Yeah, uh, it's actually not that big a deal.",0
You're welcome.,0
"Woof, woof.",0
Bijan for men? Bijan for men? Bijan for men? Hey Annabelle.,1
Who?,2
Hombre?,0
What's he doin' in my section?,2
I guess he doesn't know.,0
Mornin'.,0
"Your territory, huh?",3
Yeah. Bijan for men?,5
No thanks.,0
Hombre?,0
Yeah. All right.,1
You were saying?,5
What?,0
"We were shopping, and we had lunch.",0
"Oh, all right. What did I have?",0
You had a salad.,0
"Oh, no wonder I don't feel full.",0
"Hey, guys, what's up.",0
"Good, Pheebs. What'd you buy?",0
"Um, we went shopping for um, for, fur.",2
You went shopping for fur?,0
You bought boobs?,0
"Oh, actually I sorta have plans.",6
"Ready, Annabelle?",0
You bet. Maybe some other time?,0
"Oh, this is so cute.",1
"Oh, I got that for him.",1
"Did you just say Hi, Jew?",0
"Ben, dinner!",1
What did you just do?,3
"I licked my arm, what?",5
It's breast milk.,3
Mr. Heckles.,0
How did this happen?,0
He musta been sweepin'. They found a broom in his hand.,6
That's terrible.,6
I know. I was sweepin' yesterday. It coulda been me.,6
"Sure, sweepin'. You never know.",6
You never know.,6
"Ok, it's very faint, but I can still sense him in the building. Go into the light, Mr. Heckles!",6
"Ok, Phoebe.",0
Such as?,0
"Like crop circles, or the Bermuda triangle, or evolution?",1
"Whoa, whoa, whoa. What, you don't, uh, you don't believe in evolution?",2
Nah. Not really.,0
You don't believe in evolution?,2
"Too easy? Too...The process of every living thing on this planet evolving over millions of years from single-celled organisms, too easy?",3
"Yeah, I just don't buy it.",4
"Ok, don't get me started on gravity.",4
"You uh, you don't believe in gravity?",3
"Uh-Oh. It's Isaac Newton, and he's pissed.",1
"There she is. And over there, that's the other one. This is Mr. Buddy Boyle, Mr. Heckles' attorney. He'd like to talk to you.",1
What can we do for you?,1
"Well, what about his family?",6
He didn't have any.,5
"Ok, so let's talk money.",4
"All right, there was none. Let's talk signing. You be noisy girl number one, you be noisy girl number two.",5
How can you not believe in evolution?,2
Just don't. Look at this funky shirt!,1
Really? You can actually see it?,0
"You bet. In the U.S., China, Africa, all over.",5
"See, I didn't know that.",0
"Well, there you go.",5
"Huh. So now, the real question is, who put those fossils there, and why?",0
"Hey, look at this. ""My Big Book of Grievances.""",1
"Hey, there's me! April 17th. Excessive noise. Italian guy comes homes with a date. Hey Chandler, look, you're in here too.",1
"April 18th, excessive noise. Italian guy's gay roommate comes home with the dry-cleaning. Well that's excellent.",5
"Monica, Monica, look at this lamp. Is this tacky or what? We have to have this.",1
"Rache, I think we have enough regular lamps.",3
"What? Come on, it's not like I'm asking for this girly clock or anything, which, by the way, I also think is very cool.",1
It doesn't go with any of my stuff.,3
"Well, what about my stuff?",3
You don't have any stuff.,5
"You still think of it as your apartment, don't you?",3
No.,0
"Yes you do. You think of it as your apartment, and I'm just somebody who rents a room.",3
Mmmmm.,0
"Ok, Pheebs. See how I'm making these little toys move? Opposable thumbs. Without evolution, how do you explain opposable thumbs?",1
Maybe the overlords needed them to steer their spacecrafts.,0
Please tell me you're joking.,3
"Look, can't we just say that you believe in something, and I don't.",3
"No, no, Pheebs, we can't, ok, because--",3
"What is this obsessive need you have to make everyone agree with you? No, what's that all about? I think, I think maybe it's time you put Ross under the microscope.",3
Is there blood coming out of my ears?,2
"Hey, Rache. You know what we haven't played in a while?",0
What?,0
Hide the Lamp.,1
"Monica, let it go.",3
Did you know I was allergic to shellfish?,3
"Well, then, you'll just have to eat the other lamps.",3
Uh-oh. It's Scary Scientist Man.,2
"Ok, Phoebe, this is it. In this briefcase I carry actual scientific facts. A briefcase of facts, if you will. Some of these fossils are over 200 million years old.",1
"It's the only possibility, Phoebe.",3
"There might be, a teeny, tiny, possibility.",1
I can't believe you caved.,1
What?,0
Hi.,0
"Hi, hi can I help you?",0
"Yeah, I'm looking for Phoebe, does she still live here?",0
"Uh, no she doesn't but I can, I can get a message to her.",0
"Great. Uhh, just tell her her husband stopped by.",5
What?,2
"Hey, how, how did you do that?",2
"So, uh, does it do anything, you know, special?",2
"Why yes Ross, pressing my third nipple opens the delivery entrance to the magical land of Narnia.",1
"You know, in some cultures having a third nipple is actually a sign of virility. You get the best huts and women dance naked around you.",5
"Huh? Are, uh, any of these cultures, per chance, in the tri-state area?",1
"You know, you are so amazing, is there anything you, you don't know?",1
"Ooh, Julie's so smart, Julie's so special.",3
"Look honey, I wanted you to hook up with Ross as much as you did. But he's with her now and you're just gonna have to get over it.",3
"Ohh, I'm gonna have to get over it. God, see I didn't know that's I had to do, I just have to get over it.",3
Woah.,1
Foxy lady.,1
Where you goin'?,0
"Um, I'm gonna go meet Duncan, he's skating tonight at the Garden, he's in the Capades.",0
The Ice Capades?,2
"No, no the gravel capades. Yeah, the turns aren't as fast but when Snoopy falls. . . funny.",1
"OK, no. For your information I'm going to see him so I can put all those feeling behind me. OK, and the reason I'm dressed like this is because I think it's nice to look nice for your gay husband.",1
"Oh, darnit, we're all out of milk. Hey Chandler, would you fill me up here?",1
Hi.,0
Phoebe!,0
Ta-da.,1
Hey.,1
Hi.,0
"Ahh, look at you, you look great.",4
"Do I? Thank you, so do you.",1
Thanks.,5
"Sparkly. So, wow, this is pretty wonerful, huh. Mr. major capades guy. I, I remember when you were just, like, King Friday in Mr. Roger's Ice is Nice.",1
You always said I'd make it.,4
"Yeah, well, ya know, I'm kind of spooky that way. Wooo.",1
I missed you. I'm gonna get changed.,4
OK.,0
"Um, now. Phoebs.",0
"Oh, right, OK. Ole.",1
What?,2
"Um, the matador. Ole, ha ha ha.",1
"Julie, can you hold this for a second, thanks.",0
"Uh, Julie.",0
Yeah?,0
"Sorry, you had a paleontologist on your face. But, uh, it's gone now, you're alright.",1
Hi everyone.,0
Hi.,0
"I just, I wanted to thank you for our uh, our little talk before.",2
"Oh, God, no problem. So you're gonna go with the uh, waiting thing?",2
"Well, I was going to, but after I talked to you, I talked to Joey.",4
"What did, what did he say?",0
What's this in my pocket? Why it's Joey's porno movie.,1
Pop it in.,1
"I'm fine with it, I mean, if you're OK watching a video filled with two nippled people.",4
"Great, people having sex, that's just what I need to see.",3
What's wrong with people having sex?,2
"Well, well um, you know, these movies are offensive and uh, degrading to women and females. And uh, and the lighting's always unflattering. And, Monica help me out here.",3
"Hell, I wanna see Joey.",1
"So is there like a story or do they just stard doing it right. . . oh, never mind.",2
"OK, now wait a minute. That is the craziest typing test I've ever seen.",1
"All I say is, she better get the job.",1
Looks to me like he's the one getting the job.,1
Nice work my friend.,1
"So um, so what's up, you came to see me yesterday.",4
"Oh, yeah, um, alright, I kinda need a divorce.",2
Ohh. . .K. How come?,2
"Umm, actually, I'm getting married again.",2
What?,3
"Oh God, I don't know how to tell you this. I'm straight.",2
Huuh.,1
"Yeah, I know, I.",2
"I, I don't, I don't understand, how can you be straight? I mean, you're, you're so smart and funny and you throw such great Academy Award parties.",3
"I know, that's what I kept telling myself but you just reach a point where you can't live a lie anymore.",4
So how long have you known?,4
"Well I guess on some level I always knew I was straight. I though I was supposed to be something else, you know, I'm an ice dancer, all my friends are gay, I was just tryin' to fit in.",0
"And um, and there's actually a, a woman?",0
Her name's Debra.,5
"Oh. Well is she, is she the first that you've been with?",2
"Well, I've never told you this but, there were one or two times, back in college, when I'd get really drunk, go to a straight bar and wake up with a woman next to me. But I, I, I told myself it was the liquor and e-everyone experiments in college.",2
Sure.,2
"But now I know I don't have a choice about this, I was born this way.",5
"I'm, I'm still me.",5
Why couldn't you have just figured this out six years ago?,3
"You know, it still smells like monkey in there.",2
That saves us a conversation.,0
"Well, listen, this has been great but I'm officially wiped.",0
"Me too, we should get goin'.",0
"Rachel, that's all we do.",0
"Maybe that's all we do, what about Julie?",5
What about Julie?,2
"Well, you have been in our lives for nearly two months now and we don't really know you. I mean, who is Julie? I mean, what do you like, what don't you like? We wanna hear everything.",2
"Well, that could take a while.",1
"So. I mean, who here does not have the time to get to know Julie?",2
I got the time to get to know Julie.,1
I got time.,1
"Rach, I know her pretty well, can I go? That's fine.",1
"OK Julie, so now let's start with your childhood, what was that like?",1
"Well, in a nutshell. . .",0
"Nah, uh, uh, uh, uh.",2
"So, um, have you told your parents?",0
"No, but it'll be OK, they're pretty cool, my brother's straight so. . .",4
I love you Phoebe.,1
So your brother's straigh huh? Seriously.,0
"Man, I sure miss Julie.",6
"Spanish midgets. Spanish midgets wrestling. Julie. Ok, yes, I see how you got there.",1
You ever figure out what that thing's for?,0
"Here comes the beep, you know what to do.",0
"Hello, I'm looking for Bob. This is Jane. I don't know if you're still at this number, but I was just thinking about us, and how great it was, and, well, I know it's been three years, but, I was kinda hoping we could hook up again. I barely had t he nerve to make this call, so you know what I did?",4
What?,1
I got a little drunk...and naked.,1
Bob here.,0
What've you been up to?,0
"Oh, you know, the usual, teaching aerobics, partying way too much. Oh, and in case you were wondering, those are my legs on the new James Bond poster.",1
Can you hold on a moment? I have another call. I love her.,1
I know.,0
I'm back.,0
"So, are we gonna get together or what?",4
"Um, absolutely. Uh, how 'bout tomorrow afternoon? Do you know uh, Central Perk in the Village, say, five-ish?",1
"Great, I'll see you then.",1
Ok. Ok. Having a phone has finally paid off.,0
"Even though you do do a good Bob impression, I'm thinkin' when she sees you tomorow, she's probably gonna realize, ""hey, you're not Bob.""",0
"I'm hoping that when Bob doesn't show up, she will seek comfort in the open arms of the wry stranger at the next table.",1
Oh my god. You are pure evil.,1
"Ok, pure evil, horny and alone. I've done this.",1
You know what? I'm not gonna be able to enjoy this.,6
"Yeah, I know, it's my birthday. We all should be here.",6
"So, let's go.",0
"Well maybe, you know, maybe we should stay for one song.",6
"Yeah, I mean, it would be rude to them for us to leave now.",6
"You know, the guys are probably having a great time.",0
"Come on you guys, one more time.",4
Ok. One.,0
Nooo.,2
That was amazing!,1
"Excellent, that was excellent.",1
I can't believe the guys missed this.,6
"What guys? Oh, yeah.",0
"Excuse me, you're Monica Geller aren't you?",0
Do I know you?,0
You used to be my babysitter.,0
"Good, good, I'm a lawyer now.",1
You can't be a lawyer. You're eight.,6
"Listen, it was nice to see you. I gotta run backstage.",1
"Uh, wait, backstage?",0
"Oh, yeah, my firm represents the band.",0
Ross.,0
Chandler.,0
"Hey Rach, wanna hear the new song I'm thinkin' of singing this afternoon? I wrote it this morning in the shower.",1
Ok.,4
"I'm in the shower and I'm writing a song. Stop me if you've heard it. My skin is soapy, and my hair is wet, and Tegrin spelled backward is Nirget.",4
"Uh, Rachel, sweetheart, could I see ya for a minute?",0
What's up?,5
F.Y.I.. I've decided to pay a professional musician to play in here on Sunday afternoons. Her name is Stephanie... something. She's supposed to be very good.,0
But what about Phoebe?,3
"Rachel, it's not that your friend is bad, it's that she's so bad, she makes me want to put my finger through my eye into my brain and swirl it around.",0
"Ok, ok, so you're not a fan, but I mean, come on, you cannot do this to her.",3
Uh--,2
"Lather, rinse, repeat, and lather, rinse, repeat, and lather, rinse, repeat, as needed.",1
"No, I got him.",0
"No, seriously.",2
"Oh, seriously you want him?",2
Hello.,0
Hello.,0
And who is this little cutie pie?,1
"Well, don't, don't think me immodest, but, me?",2
You wanna smell him?,1
I assume we're talking about the baby now.,4
"Oh, yeah. He's got that great baby smell. Get a whiff of his head.",1
I think my uterus just skipped a beat.,1
What'd I tell you? What'd I tell you?,1
"Well, we are great guys.",5
Hey.,0
"Oh, hi.",0
Here. I thought you might be cold.,4
Thank you.,1
Do you?,0
Really? From who?,2
Yeah. Here you go.,0
"OK, what is it about me? Do I not look fun enough? Is there something. . . repellant. . . about me?",6
"So, how was the party?",0
"Well it couldn't have been worse. A woman literally passed through me. OK, so what is it, am I hideously unattractive?",6
"Woah, woah, I've put on a little weight?",2
"No, not wieght... y'know, more like insulation.",0
"Chandler, I'm unemployed and in dire need of a project. Ya wanna work out? I can remake you.",5
"Oh, you know, I would, but that might get in the way of my lying around time.",6
Please.,0
C'mon. Let her. Yeah.,0
"Alright, OK, alright. But if we put on spandex and my boobs are bigger than yours, I'm goin' home.",2
"Your boobs are fine. Look, I never should have said anything. Come here. Come here. Oh, can't make.... hands... meet....",1
"I don't know if Monica told you but this is the first date I've gone on since my divorce so, if I seem a little nervous, I am.",2
How long do cats live?,2
I'm sorry?,0
"Cats, how long do they live figuring you don't... y'know, throw 'em under a bus or something?",0
"Um, maybe 15, 16 years.",0
That's just great.,3
"Um, cheers.",1
"Oh, right, clink.",0
"Monica told you I was cuter that this, didn't she?",6
"Oh, no, Michael, it's not you. I'm sorry, it's just, it's this thing. It's probably not as bad as it sounds but this friend of mine is, is getting a cat with his girlfriend.",6
"Oh, that does sound. . .Ahh.",0
I mean he just started going out with her.,0
"Is this guy, uhh, an old boyfriend?",0
"Ah, hah-hah-hah-ho, yeah, he wishes. Oh, I'm sorry, look at me. OK, Michael, let's talk about you.",0
Alright.,0
"OK, OK. So, you ever get a pet with a girlfriend?",0
"So, I figured it out.",0
What?,2
Why Scott doesn't want to sleep with me. It's 'cause I'm not sexy enough.,6
"Phoebe, that's crazy. When I first met you, you know what I said to Chandler? I said, ""Excellent butt, great rack.""",5
"Really? That's so sweet. I mean, I'm officially offended but, sweet.",1
"You're right, you're right. Ah, you are so yumm.",1
Fruitflies?,0
Yes! Thank you.,1
"So, would you like any dessert?",0
"No! No dessert, just a check, please.",4
"Oh, you're not having fun, are you?",6
"Oh, look at me, look at me. Oh, I'm on a date with a really great guy, all I can think about is Ross and his cat and his... Julie. I just want to get over him. gosh, why can't I do that?",6
"Oy. Look, I've been through a divorce, trust me you're gonna be fine. You just can't see it now because you haven't had any closure.",6
"Yeah! Closure. That's what it is, that's what I need. God, you're brilliant! Why didn't I think of that? How do I get that?",1
Hang on.,0
"Hello, excuse me.",0
What.,2
"Hi, I'm sorry, I need to borrow your phone for just one minute.",5
I'm talkin'!,3
"I can see that. I... just one phone call, I'll be very quick, I'll even pay for it myself. OK, you're bein' a little weird about your phone.",0
"Alright, fine. I'll call you back.",0
Thank you. OK. Machine. Just waiting for the beep.,4
Good.,0
"Ross, hi, it's Rachel. I'm just calling to say that um, everything's fine and I'm really happy for you and your cat who, by the way, I think you should name Michael. And, you know, ya see there I'm thinking of names so obviously, I am over you. I am over you and that, my friend, is what they call closure.",3
"No, no, no, no, no, no No. Monica, it's Sunday morning. I'm not running on a Sunday.",3
Why not?,0
Because it's Sunday. It's God's day.,5
"OK, if you say stop, then we stop.",0
"OK, stop.",5
Hey Joey.,0
Hey Phoebs.,0
How come you're watching a rabbi play electric guitar?,0
I can't find the remote. Thank you.,6
"So, Scott asked me to come over for lunch today and I did.",0
And?,0
And we did.,1
"All right Phoebs, way to go.",1
Yay me.,1
"So, so how did it happen?",1
And what did he say?,0
Wow.,1
"Let me get this straight. He got you to beg to sleep with him, he got you to say he never has to call you again, and he got you thinking this was a great idea.",1
Um-hum.,1
This man is my God.,1
Hi.,0
I didn't get a cat.,6
"Oh, that's um, interesting.",0
"No, no it's not interesting. OK, it's very, very not interesting. In fact it's actually 100 percent completely opposite of interesting.",3
"Alright, I got it Ross.",0
You had no right to tell me you ever had feelings for me.,6
What?,6
I was doing great with Julie before I found out about you.,3
"Hey, I was doin' great before I found out about you. You think it's easy for me to see you with Julie?",3
I didn't know then. And how come you never said anything to me.,3
There was never a good time.,6
"Right, you, you only had a year. We only hung out every night.",6
"Hey, there was one Italian guy, OK, and do you even have a point?",3
"Alright, fine, you go ahead and you do that, alright Ross.",3
Fine.,3
'Cause I don't need your stupid ship.,3
Good.,3
Good.,3
Try the bottom one.,4
"Nothing, except tell you, uh, I think it's wonderful how much energy you have.",4
"Well, thanks.",1
"I mean, especially considering how tough it's been for you to find work.",0
"Well, you know.",0
"You know, I mean, you can't tell your parents you were fired because they'd be disappointed.",0
Uh-huh.,6
And it's not as if you have a boyfriend's shoulder to cry on.,0
"Well no, but um.",6
"I mean, if it were me, I think I'd have difficulty just getting out of bed at all.",0
"Y'know, I try to stay positive. . .",6
"So, you feel like goin' for a run?",0
Alright.,0
OK. Just for a little while.,0
OK.,1
"Ooh, ooh, ooh, ooh, ooh. Ugly Naked Guy is decorating his tree. Oh my God, you should see the size of his Christmas Balls.",1
Hey.,0
Hey.,0
Hey.,0
"Hey, how much did you guys tip the super this year?",0
"Oh, actually this year we just made him homemade cookies.",0
And twenty-five it is.,1
You gave him cookies?,0
"Money is so impersonal. Cookies says someone really cares. . . Alright, we're broke, but cookies do say that.",0
I can see that. A plate of brownies once told me a limerick.,0
"Phoebs, let me ask you something, were, were these, uh, funny brownies?",2
"Not especially. But you know what, I think they had pot in them.",0
"So you guys, who else did you tip with cookies?",0
"Uhh, the mailman, the super.",0
"Oh, and the newspaper delivery guy.",4
Oh my God.,2
What?,2
"Uhhh, I don't think you're gonna like this.",2
"Ooh, goooosh, ooh, these are cookies smashed in the sports section.",3
"Oh look, and he did my crossword puzzle.",3
"Yeah, but not very well, unless 14-across, 'Gershwin musical' actually is bitemebitemebitemebiteme.",3
Esther Livingston. Gone.,0
"Hi, Phoe.",0
Hi Gram. Whatcha doin'?,1
"Oh, just updating the phonebook.",0
"Um, gram, um, can I see the pictures of my dad again?",2
"Oh. Oh, sure, sure, uh, uh, how come?",2
"Just, you know, to see... um.",2
"OK, is this really my father?",2
Is it really your fa--I can't... well of course it is.,2
"OK, I smell smoke. Maybe that's 'cause someone's pants are on fire.",3
"Look, I. . .",2
"Alright, that is not your father, that's just a picture of a guy in a frame.",6
Oh God.,6
"Alright, so, what, he's not a famous tree surgeon? And then, I guess, OK, he doesn't live in a hut in Burma where there's no phones?",3
"Last I heard, he was a pharmacist somewhere upstate.",0
"OK, that makes no sense. Why would the villagers worship a pharmacist?",6
Honey.,0
Oh.,6
"Anyway, that's all I know. That, and this. This is the real him.",6
Oh.,0
"Ya know I remember my father, all dressed up in the red suit, the big black boots, and the patent leather belt, sneakin around downstairs. He didn't want anybody to see him but he'd be drunk so he'd stumble, crash into something and wake everybody up.",6
"Well, that doesn't sound like a very merry Christmas.",6
Who said anything about Christmas?,0
Hi.,0
"Hey, anyone hear from Phoebe yet?",0
"No, nothin'.",0
I hope she's OK.,2
"Yeah, I know exactly what she's goin' through.",4
She told us.,0
So whaddya got there Monica?,0
Just some stuff for the party.,0
"Monica, pigeons learn faster that you.",1
C'mon Rachel.,0
"See there, you uhh, alright, ya, you did what I said.",2
"Yeah, and you know what? You're right, I do feel better, thank you Ross.",1
Hey.,0
"Hello grandma, if that is in fact your real name.",0
"C'mon now Phoe, don't still be mad at me. How's it going?",4
"Well, not so good. Upstate's pretty big, he's pretty small, you do the math.",0
"Well, I think you're better off without him. Oh honey, I know he's your daddy but, but to me he's still the irresponsible creep who knocked up your mom and stole her Gremlin.",2
"No I just, just wanted to know who he was, ya know.",0
"I know. OK, I wasn't completely honest with you when I told you that, uh, I didn't know exactly where he lived.",6
Whattaya mean?,2
"He lives at 74 Laurel Drive in Middletown. If you hit the Dairy Queen, you've gone too far. You can take my cab.",5
Wow. Thank you.,4
"Now, remember, nobody else drives that cab.",0
Phoebe here with the cab yet?,0
"Yeah, she, she brought the invisible cab. . . hop in.",3
"Well she better get here soon, the outlet stores close at 7.",2
"Hey, here she comes.",1
Hey.,0
Hey.,0
Hey.,0
Hey.,0
"Can you believe this. In, like, two hours I'm gonna have a dad. Eeeshk.",1
Eeeshk.,1
"Yeah, big stuff.",4
"OK, let's go.",0
OK.,0
