label,text
neu,Right.  Well.  We still need it.
neu,um Sorry.
fru,"Okay.  Um, I'm sorry but I--I can't help you.  You're gonna have to go back and uh..."
fru,Right.  It's the D.M.V..
fru,"I know, it gets long, but I can't do anything without your--do you have Social Security card, maybe?"
fru,"Alright, I don't know what to tell you right."
fru,"I think you're just gonna--you're gonna have to get 'em and then you can back and then, we'll help you out.  Maybe, we can-"
fru,I can't.
fru,"I make an exception for you and I have to make an exception for everyone.  I mean, I-I've seen this before and I know it's frustrating, but there's nothing I can do. You just have to-"
fru,"No, it's--"
fru,"Okay.  But how do I--that's- that's not proof to me.  How do I know that, you know, that it's really you.  I need--"
fru,"Well, the weekends are not as busy.  Maybe you can uh, come and try to get here early--"
fru,I can't.  There's nothing I can do.  I'm sorry.
ang,"Ok, but you're right now you're holding up more people in line by standing here-- and letting"
fru,"I--when you're going to the D.M.V., you usually need pretty professional identification--"
ang,"You know, Official documentation--"
fru,"No, but you come--you come to the D.M.V., it's something-- You should've- You should've figured--"
fru,"But, without your drive--where-where- what about your identification without your driver's license?  I mean, you need--you needed something before then?"
fru,"All right.  Well, um, you know, I'd love to help you, but--nothing I can do."
fru,"So, if you wanna go get your birth certificate, um, maybe come back--I don't--maybe you can talk to the person in the--in the front of line maybe.  I don't know."
fru,I am the supervisor.  So--
sad,It's almost time for me to go.
sad,"There's nothing I can do.  I mean, the government you know--"
sad,"You're gonna have to.  I mean, you're a great father.  You can do it.  I know you can."
sad,I don't think so.
sad,"Well, we can do the best we can and-and, with um, you know like wireless internet these days--I think that we could-- Talk every once in awhile."
sad,You could send me pictures.
sad,"Their not gonna let you.  You have to stay home and I have to go.  I mean, that's all--"
sad,"and--I mean, my daughter--I don't want to put her in danger.  You know?  She has to stay."
sad,"I know, but, she needs to be safe more.  She needs to be around kids her age--own age.  She needs to be able to play on the streets and--"
sad,You can just remember it for me.
sad,"Well, I need--I need you to be able to do this for me 'cause I can't do anything about it."
sad,"I mean, it's just as hard for me, but--I know that we can do it, you know"
sad,I don't want you in danger.  And I don't want her in danger.
sad,I have no choice. There's nothing I can do.
fru,What--what're we gonna do here?  I can't--I can't do this by myself.  I--
fru,"But, I'm--I'm nothing--I'm nothing without you here.  Maybe we can--we can get out of this somehow."
fru,"Well, come on.  You've gotta think of something.  A year--a year away, it's gonna tear us apart.  I don't even--I don't even wanna think about it.  I mean, I don't even know if I'll be able to get in touch with you or--"
fru,"What if--maybe--what if, uh, we went somewhere over there?  I don't--I don't know--I--I need to figure something out for this because--"
fru,This is gonna be a--a crucial yet--she's--she's growing up.  She's gonna need you.
sad,But she's--you're not gonna--you're not gonna be here for--for her first words.  For her first steps.  I mean--it's something that you're supposed to be here for that--
fru,I don't know--I don't know--I don't know how--I don't know how this could even be possible for you--I--if I was--
fru,"I mean, you just get to--go off and do your thing.  I mean, yeah, we're both--I don't know--it's bad for both of us, but--"
fru,...it would be so much better if we can--if we could stay together somehow.  You know--we could--we could do this together.
sad,All right.
exc,"Oh my God.  Guess what, guess what, guess what, guess what, guess what, guess what?"
exc,"Well, guess.  Guess, guess, guess, guess."
exc,I'm so excited.
exc,"like all they have And I was like, what's going on?  And he like takes my hand and pulls me into the middle and he's like--you know, get's on his knee and everything--And says will you marry me? And I flipped out."
exc,'Cause- 'Cause he was with me. You didn't do it did you?
exc,You didn't know anything?
exc,"I was just--it was so like I thought this might happen eventually, but like not yet, you know what I mean?  Like--"
exc,"It is good.  It's totally good.  I mean, it like oh, you know."
hap,I know. So we're gonna take it--Like we're not gonna get married right away--'Cause we want to like have plenty of time to plan everything out
hap,"...and, um, my parents want to like be part of it and help out and everything--So we want to give it lots of time to like--"
hap,"Yeah, yeah, I called them. I called them And, of course, they were so excited 'cause they love him. Like they always have.  Um--"
hap,"So, yeah, I mean, it'll be good.  We wanna like, uh, I think we're gonna have it in spring time, like early Spring--So it's no too hot yet.  And um--"
hap,"I don't know.  I mean, I kinda like the idea of having something outside, but--Like--is a- Yeah,"
exc,"Yeah, I don't know-[LAUGHTER]-I mean--I can't even--the whole idea of like living--spending my whole life with somebody--that's crazy"
hap,Thank you. Thank you so much.
exc,"Oh, you will--You'll find just the right girl.  And she'll be perfect for you and everything will be great."
hap,"Yeah, it's pretty good."
hap,"Of course, of course--you'll be able to be a part of it.  You can come help me pick my colors."
exc,"It's so girly.  I don't even know how to like--It's so weird, but it'll be fun.  My mom will love to be like--she'll get so into it, I'm sure."
hap,She'll be like--flowers and the--
hap,"Oh, thank you. [LAUGHTER]"
neu,"Um, you--"
hap,That is great.  You look radiant.  I should've guess.
exc,"Well, Tell me about him.  What happened."
hap,"Yeah.  I mean candles wouldn't stay--No, I didn't--I didn't know anything about it."
hap,No. I'm just as happy as you are.  This is--
hap,"So, I mean--it's good though."
exc,"Yeah, I know.  Wow.  I'm shaking.  I can't even--"
neu,"Oh. Do they--do they know yet? Have you told them? Oh, that's--"
neu,That's great.  Yeah.
neu,Okay. You know--you know where?  Or--
neu,"Uh, huh. I mean, you know, it's spring--It'll be--"
neu,Spring's nice though.
neu,"Yeah, that is--how long you guys been together now?"
hap,Okay.  All right.  So-[LAUGHTER]-quite a while.  I mean--That's-  That's good.  I'm so happy for you. [LAUGHTER]
hap,"Yeah, I'd love to be in that same situation some day, but, wow- so-"
hap,"Oh, I approve. I-[LAUGHTER]-I more than approve."
hap,"I mean, I'm surprised he didn't, ya know--go get a plane to fly over and shine--But candles on the beach, that's okay too I guess--"
exc,"Well--can--I mean, let me know--I want- I want invitations and--"
exc,"Oh, yes.  This is the whole [GARBAGE]"
hap,"It'll be good.  Wow, that's great."
fru,I'm--every lead that I get ends up just being a dead end.  You know what I mean.  People are sick of me calling--
fru,"Yeah, but it--I mean it's the same response you get over and over again.  Like--"
fru,"Oh, we're not hiring at this time or thank you, we already have your information on file--We'll call you when we're ready."
fru,"But, it's been so long, like--I mine as well just take a job at McDonald's.  Like, I don't--"
fru,"I just--I can't do it anymore.  Like, it just takes it out of you--"
fru,I just keep getting rejected.  I just keep getting rejected over and over and over again and it starts to make you feel like there must be something wrong with you that you can't get a job.
fru,"Yeah, but maybe--if just because it's competitive, like maybe I'm just not good enough.  Maybe the level is here and I'm here and there's just no way I'm ever gonna do that--"
fru,"I didn't have like one of those starts, you know, like a family member who was already in the business or something you know that could like give me a helping hand."
fru,"It's just so frustrating.  Like, I just--I just don't wanna do it anymore.  You know?  I just don't wanna like hit the pavement every single day with my resumes and going out there all the time.  You know, it's just like--"
sad,I feel so worthless.
fru,And what would make you say that?  There doesn't seem to be any indicators that anything's going to get better.
fru,"It's just really hard.  I feel like their starting to get like a personal prejudice against me.  You know what I mean?  Like it's like suddenly it starts to feel like it's just you that they say no to and it's not that they're not taking applications and it's not that they're not hiring people, it's just you particularly they have some particular reason for just hating you.  You know?"
fru,Or they'll never talk to me again.
fru,"I-I just I think maybe I should try something else.  I mean, I-I don't know.  All growing up this is the only thing that I ever wanted to do and yet I can't.  I'm not physically able apparently.  I mean--"
fru,"I guess the money shouldn't matter to me, but--Somehow it does.  You know? It's not like I do it for the money, but"
fru,"you have to--I mean, if you're hired by somebody, then you're not a professional, you're an amateur and that means that you're not good enough."
sad,"I just wanna crawl in a hole, you know.  Like it just makes you not wanna even open your eyes in the morning."
neu,"So, uh, so how's it been going?  I mean, you have any needs or anything?"
neu,"No.  You can't think that way.  I mean it's good--it's good that you're--that you're calling, you know. you can't"
neu,"No, come on.  Don't [GARBAGE]"
neu,"I know.  I know. It's hard, but you just--you gotta keep going.  I mean, you've been going at it for so long, you know.  Something is definitely going to come up.  I-I know it will, because you're a good worker--"
neu,"No.  It's--I mean, it's competitive, you know.  That's-That's what it is.  that's what you gotta be is competitive."
neu,"There...There are plenty of people out there with--with like, good jobs, you know, that are a lot..."
neu,...dumber than you.  I mean they're a lot worse off than you.  You are much better off than like a lot of those people in there. I know
neu,"I know.  It makes it harder.  I mean it's definitely who you know in a lot of cases, but--"
neu,"But you gotta.  Otherwise, what is--what's your other option?"
neu,"It's not worthless 'cause it's definitely gonna--it's definitely gonna pay off.  I know it.  I mean, I can--I've just--I've seen your work etiquette.  You know, you're a good worker and..."
neu,... and there's no reason that--that something won't come up like really soon.  All right?  So you just gotta--
neu,"Because I know you.  You know, and maybe once you get to know some more people, like talking to them and everything, they'll get to know you too and they'll realize they should've hired you three years ago.  You know? but  And- and they'll finally come around and believe me--it'll--you gotta-"
neu,"Well maybe yeah, but maybe you get to that point where it's like you bug 'em and then they just don't wanna hear from you anymore, but you keep bugging them and bugging them and then it's gonna annoy them so much that they're gonna be like all right fine. you know"
fru,"Or, well, no.  Okay. you -[GARBAGE]"
neu,"That obviously that's not true though.  I mean, you've done this before.  You've done all the work like this before, you know, and and you've gotten people saying oh, you're so good and like you know--"
neu,Right.
neu,"Well, you've gotta live."
neu,"I mean, it's just, it's really--I don't know, yeah, it's about their opinions and it's about, I don't know, just getting yourself out there and--"
neu,"Well, come on, come on.  Thinking about it like this is definitely not gonna help either though."
neu,"Hi, um, excuse me, I believe that the airline lost my baggage."
neu,"No, it didn't. um It didn't come out and I don't see it anywhere around here, so what can you do about that?"
neu,How much?
ang,"That's all, that's all, that's all you're going to do is just give me fifty dollars and say go have fun on your vacation without any of your stuff?"
fru,"Yes, yes, I would like to file a claim, but what are you gonna--I mean, is it just gonna show up magically out of nowhere?"
ang,"Because you don't seem to care very much, you know."
fru,I didn't sign anything.
fru,"[BREATHING] Well, sure, yeah, I guess I'll go buy dinner and then be--have nothing for the rest of my entire vacation.  I'm supposed to be here for three weeks.  What am I gonna do without anything for three weeks?"
fru,But fifty dollars isn't going to get me anything.
fru,Isn't there anything else you can do?
fru,"I mean, is there somebody you can call?  Or the guy that put the stuff on the--on the plane.  I mean, are they--they must be really irresponsible to have just disappeared my baggage.  I mean, did it get stolen?"
fru,"Yeah, I'm sure you -- You're like, hmm, do you take baggage?  No.  Oh, okay, thanks.  Great.  I mean how--"
fru,There needs to be better security here.
ang,It sounds like it's such a little like oh well no big deal whatever.  It's a big deal to me.
fru,"Well, can I at least have my fifty dollars, please?"
fru,Thank you very much.
neu,"Um, okay, it didn't--didn't come out on the carrousel--"
neu,"Okay.  Um, well, unfortunately yeah there was a some- some problems with the--"
neu,"Uh, well some-some of the bags were--were lost on the way over here. uh-"
neu,"You know, I mean, there's a lot of things that go on under the plane and sometimes, you know, that kind of things happen."
neu,"Uh, But, we are willing to reimburse you for the bag and and for the contents--"
neu,"Um, we'd be willing to give you uh fifty dollars for--"
neu,"Right.  Uh We realize, you know, that that it's a bad situation, but I'm sorry, there's nothing that we can really do."
neu,"I think, um, maybe you can file a claim if you want and turn it in to our main office--"
neu,"Right.  No.  I mean they- they might--they might--if you-if you are argue the case more, maybe they'll reimburse you more, but, right now--"
neu,"Yes, I know. I know-. It's It's frustrating.  Unfortunately though-- um"
neu,"By checking your bags, you--you, you know- admit to the liability that's- that's at risk--"
neu,"Right, well, by checking in your bags, you agreed to, you know, at the will of the--"
neu,"You paid for the flight and then your bags were checked at--it's a service that the airline provides for us.  So so, really, it's really the risk was taken and, I'm sorry, but there's really nothing else we can do.  So do you want--do you want the reimbursement?"
neu,"Well, there are-there are some shops here in- in the airport--"
neu,"No, um, like I said you can file a claim and, uh, maybe get reimbursed for more-- you"
neu,probably even talk to--
neu,"Right, that--that gets taken care of-- That gets taken care of.  We get we do, you know, we investigate those and just make sure that um- they're not doing their own thing with them so--uh"
neu,but Unfortunately sometimes is--
neu,"Well, that's--that's what I'm saying--"
neu,"Okay.  Well that that could be something that you put on on the claim--on on the complaint form if you want.  And provide us with your information while you're here and then, maybe, if it turns up, then we'll send it right over."
neu,"All right, Miss, I-I know.  I realize this. But Like I said, there are several people that are in your same situation, so, um, it's not--it's not totally uncommon and I'm actually gonna have to ask you to move so I can help the next person."
neu,"Yes, all right.  There you go, now you can file a claim over to the left--And they'll help you out."
sad,"Um, Johnny died yesterday."
sad,"We knew that it was coming, but--"
sad,"It seemed like he had a little bit longer.  Like just last week, he was doing was so well."
sad,Yeah.
sad,I just don't want him to be gone.
sad,And his whole family was there.
sad,"I mean, he was like really conscious right up until the end. you know"
sad,"He was so young, you know.  And all the stories he used to tell me about..."
sad,...the way he wanted to live and he was gonna go to Africa and he was gonna--
sad,Nobody's ever gonna forget him.
sad,He did a lot.  But--
sad,I'm gonna forget him.
sad,I won't be able to hear his voice or his--
sad,You start to lose like that image after a while.
sad,Thanks.
neu,"Hey, a what's up?"
neu,"Wow, that's horrible."
neu,I'm sorry to hear about that.
neu,Yeah.
neu,"I mean, you know, at least he's not in anymore pain now, right?"
neu,"It's good, you know.  you know It hurts I know.  I know what it's like to lose someone like that."
neu,It's okay.
neu,"'Cause, you know, you've got all the times that you guys did spend together, you know and that's something good that you can look back on."
neu,I mean--I don't know.
neu,"Well, that's that's good, you know.  At least, I don't know.  I mean it's- it's better to go- to goout that way than..."
neu,".than you know, in pain and like this gradual, this horrible process.  I mean--"
neu,"But look at the--he--look at the life he did get to lead.  I mean, for his age, he'd done so much and--"
neu,"Yeah, exactly.  He's made a big impact on a lot of people. and"
neu,"And you'll always have that and--you should feel, you know, happy for him that he got to do so much before--I mean, and even after he found out last year.  I mean--"
neu,"I know.  It doesn't bring him back, but--"
neu,"But It's okay because now, you know, you'll just go on with your life and--"
neu,"No, you'll never forget him."
neu,I know. but you're not  I mean you're not going to forget him.  The pain will go away eventually and--or it will subside--
neu,"That will be, It'll be--it'll be better that way. I mean Time will tell.  Time heals, you know, and it's good.  It's okay.  I mean, it wasn't anybody's fault or anything like that so ."
neu,"It's hard to lose someone that way, but he's he's better--he's better off now."
exc,I got into U.S.C.
exc,"Yeah, I'm so excited.  So I'm gonna say--"
exc,"Yeah, I think, I mean because where else would I gonna go?  Like the other places that I applied to I really didn't like that much anyway."
exc,So--
exc,"Yeah, I know."
exc,Absolutely. I'm so excited.
exc,"I know.  I know. And we'll all get to hang out.  And I'm--even though we'll be at like at different parts of the city, we can still, like..."
exc,"...hang out and, like, have our different lives--And meet each other's friends and stuff.  So, I'm just so glad 'cause they have such a good school"
exc,"and like-- The football team--And like all the-...you- what I mean, like..."
exc,"You can walk somewhere and be anywhere in the country and be like, oh, yeah, I am at U.S.C."
exc,"And you know what, you know what I mean, like it's recognizable rather than just being like I went some random school. It's like people really know what you..."
exc,"...like, they feel like--I feel like it's going to be so like accomplished.  Do you know what I mean?"
exc,Like it has some prestige. so
exc,"Yeah, I mean there's all the money stuff and my mom's helping me with the financial aid and stuff.  But, it'll be fine--"
exc,"Like, now that I'm accepted, it's just, like, such a huge load off my mind."
exc,I don't mind worrying about all the paperwork.  You know--
exc,"Because, I don't have to like make that decision anymore.  I don't have to try and decide, like, what the bad school I'm going to go to is. you know"
exc,"I know. I know.  I think you go and you like stay for a couple of days and you meet people and--And they'll give you like a tour--And show you everything.  Oh, man, I'm just so--I'm so excited."
exc,"Yeah, oh totally.  It's a beautiful campus.  It's gonna be really nice.  Um, and everyone is friendly and like there's ivy on all the walls.  Oh, it's just so--it's so like collegiate."
exc,"You know what I mean?  Like, it's like exactly what I want."
exc,"Well, you know, I've thought about it but they have so many things that I might--Like try some things out first..."
exc,"...because also on the list of their, um, like G.E.'s or whatever, you have a lot of choices within every single one.  So you can, like, try things out and not just be like, oh, I have to take math, oh, I have to take this.  You know what I mean?"
exc,"So, um, so I don't know."
exc,I mean I'm gonna take a bunch of stuff and see.
exc,"I- They have like--they just have so many like prestigious like this school is top ten and like the departments within it, you know what I mean."
exc,"I know, I get to be one of those now--I'll like walk around and be like a U.S.C..  You know what I mean."
exc,And you'll be like...
exc,"Student. I'm a student. Yes I am, Thank you very much."
exc,[BREATHING]
exc,I know.  I'm excited.
exc,"Well, that'll take a while. [GARBAGE]"
exc,That's going to be a lot of work.
exc,"But, it'll be fine, I mean.  I'm so excited. It's going to be so fun."
exc,"I know, and I mean the area's not great, but like the school makes up for it. It'll be fine. It'll be good."
exc,I know. I know. So fun.  I can't wait.
exc,I will. I will. Thank you.
exc,Thanks.
neu,"So, how's it going?"
exc,"Oh, you got what?  Where?"
exc,"Oh, no way."
exc,Are you gonna go? you gonna-
exc,"Wow, that's..."
exc,"...that's first choice, huh? That's so awesome and now look you're gonna be--you're gonna be here. you know"
exc,"Yeah, no, definitely--It's gonna.."
exc,Yeah.
exc,Yeah
exc,Fight on.
exc,[LAUGHTER]
exc,Wow. That's cool.
neu,So...
exc,"Right.  Right.  Right. Oh, man, then you're going to have to do orientation, I guess."
hap,That'll be awesome.
hap,"I mean because you went to the campus before, right?"
exc,Oh man.
exc,Ahh. Yeah. [GARBAGE]
exc,"You'll be like are you a fan or a student you know? Student. [LAUGHTER] Oh man, that's awesome."
exc,A U.S.C. graduate now. You're set.
exc,You're getting close to the beach.  I mean geez.
neu,"Hi, my name is Shiloh, welcome to--Airline Six.  Hi, how may I help you?"
neu,"All right, sir."
neu,I completely understand.  Automated systems are very difficult sometimes.
neu,"Um, how may I help you.  You're trying to book a specific flight?"
neu,"Oh, yeah, absolutely.  You know, and especially because you've been waiting so long and I know that, um, you've been having a difficult time."
neu,"I want to definitely give you our special package today, which um is usually only for valued customers who have a record of having previous,"
neu,"um lots of purchases, but we're gonna go ahead and give that to you anyway. uh,  Just to make sure that you're happy with your service here."
neu,Is that all right?
neu,"I can do that right now for you. No, absolutely.  I can take care of you all the way through to the end."
neu,All I'm going to need is your credit card number but just give me one moment. So-
neu,"um, you're scheduling a flight as well--And you would like to, um, we have a highly discounted hotel rate that goes along with that so that everything is all in one deal.  You're taken care of by the time that you get there."
neu,Absolutely. we we
neu,"Yes, I completely understand.  Actually, our-our airline only uses five star hotel and above.  Except we charge at a three star hotel rate because, as a corporation, we are able to get a deal from the hotels themselves."
neu,"So, you will absolutely be in a high rated great hotel and we can make sure that it's in a area of town that you like as well."
neu,Yeah.
neu,Okay.
neu,Great.  How many seats?
neu,Okay.  Great.  Four seats.  I'll book you for four seats.
neu,"Oh, yeah, absolutely.  Um- Would you like window seats or aisles?"
neu,"Okay, I can do um- a win- -two like a window and a aisle and a window and an aisle next to each other so that each of you can sit two by two. And switch around maybe?"
neu,Okay.  Great.  What time of the day would you like?
neu,All right.  Great.  Well we have a very open flight that leaves at nine a.m. and fortunately uh the time change actually goes um backwards from that.
neu,"So, it's a five hour flight, but you'll arrive only at eleven a clock in the morning.  So that day, you can have plenty of time to get to your hotel--Rest up and then still have a nice afternoon your first afternoon in Maui."
neu,Absolutely.  That actually goes in on the same package with our hotel.  You just give me your address.  We'll come and pick up a time that allows you to get to your flight with plenty of time to spare.
neu,And a there will also be a shuttle waiting for you to take you to the appropriate hotel.
neu,Yeah--I completely understand.  It's a difficult process sometimes and we want to make traveling as easy as possible.
neu,Absolutely. Thank you so much for calling and we hope that you will come to us again.
neu,Thank you.
fru,"Yeah, hello."
fru,Ok.  I've- I've just been talking to this machine for the past half hour and I can't-can't get anything done.  I've been trying to book this vacation this entire time.
fru,"I know, I'm sorry.  It's-It's just that it's been a little frustrating because--"
neu,Okay.
fru,"Well, yeah, I mean I heard there was like these package deals and that maybe I could get a like a hotel or something like that. and-"
neu,You- You can do that--You can do that now? I don't have to get like transferred through or anything like that.
neu,[BREATHING] that's good.
neu,"All right.  I want to make sure it's like a nice hotel--I mean-mean I'm gonna be paying a lot of money for this so I don't wanna-I don't wanna, you know, I don't wanna to be a waste of time."
neu,Okay. So--
neu,"Well, you know, we wanted to--we wanted to go to Maui and--That was a"
neu,#NAME?
neu,"Well, it's gonna be four of them."
neu,All right.  And can they like all get together?
neu,"Um- You know, window is nice. I guess"
neu,"Uh, well, yeah, I think we were just--you know, whenever best available, I guess.  You know--"
neu,"And, like, there's there's shuttles or something that I can get to the hotel."
neu,All right.  So we're confirmed then or do you--All right.
neu,Okay.
sad,Did you talk to him?
sad,He cried hard?
sad,What was he doing out here at that hour?
fru,What do you want to do argue with him?
fru,You can't say that to him.
fru,Can you prove it?  How can you prove it?
fru,"To you it is and to me, but not to him.  I mean, you can talk yourself blue in the face, but he--there's no body and no grave so where are you?"
sad,"I've got an idea, but what's the story?"
neu,"Well, that's only your business, Chris."
ang,What do you want me to do?  You're old enough to know your own mind.
neu,I'm just saying that--
fru,"From your father's point of view, he isn't dead.  And you've no right to take his girl."
fru,"And you can go on from there if you know where to go, but I don't know where to go.  See, I don't know.  Now what can I do for you?"
neu,You're a considerate fellow.  There's nothing wrong with that.
neu,[BREATHING] Have you asked Annie yet?
neu,"Well, how do you know she'll marry you?  Maybe she feels the same way your father does."
sad,"Trouble is, you don't see enough women."
fru,You never did.
fru,I just don't see why it has to be Annie.
fru,"Well, that's a good answer, but it doesn't answer anything.  I mean, you've been away for--at war.  It's been five years."
fru,"I don't want a diagram.  Umm-- He thinks he's coming back, Chris.  You marry that girl and you're pronouncing him dead."
fru,"I mean, what's gonna happen to your father?  Do you know?  I don't."
fru,I just--give it some more thought.
ang,Are you crazy?
ang,What about the business?  What the hell is this?
ang,Must you be inspired?
ang,"Well, you don't want to think like that."
fru,"All right.  Just-- just don't go thinkin' that way, you hear me?"
fru,"I don't understand you, do I?"
sad,I can see that.
ang,Why shouldn't he dream of him and walk the nights waiting for him?  Do we contradict him?  Do we say straight out that we don't have any hope anymore?  That we haven't had hope for years now?
fru,We've got to say it to him.
ang,"For God sakes, it's been three years.  Nobody comes back after three years.  It's insane."
fru,All right.  All right.  Listen to me.  You know why I brought Annie here don't you?
neu,I'm gonna ask her to marry me.
fru,You know it's not only my business.
fru,So it's all right then?
fru,I'll go ahead with it?
ang,"Well, then it isn't just my business--"
ang,She's not Larry's girl.
fru,"I don't know why, but, every time I reach out for something that I want, I have to pull back 'cause someone else will suffer.  My whole bloody life.  Time after time after time."
ang,To hell with that.
sad,"Well, if she does, then that's the end of it.  But from her letters, I think she's forgotten him.  I'll find out.  And then we'll thrash it out with Dad, right?  Mom, don't avoid me."
neu,Because it is.
fru,"These years when I think of a wife, I think of Annie.  What do you want, a diagram?"
fru,"All right.  All right, then, Mom."
fru,I've given it three years of thought.  I thought that if I waited Dad would forget about Larry and we could have a regular wedding and everything happy.
ang,I've been a good son too long.  A good sucker.  I'm through with it.
ang,The business?  The business doesn't inspire me.
ang,"Yes.  I like it an hour a day.  If I'm gonna grub for my money all day long, at least in the evening I want it beautiful."
neu,"Yes, on this I would."
fru,"I know.  I know, Mom.  Just help me stay here."
neu,I am thinkin' that way.
neu,"No, you don't.  I'm a pretty tough guy."
ang,It's got that all about it.
fru,"Well then why is she still single?  I mean, New York is full of men.  Why isn't she married?  Probably a hundred people told her she's crazy, but she's waited."
fru,"She knows what I know, that's why.  She's faithful as a rock.  In my worst moments I think of her waiting and I know again that I'm right."
fru,I want you to act like he's coming back.  Both of you.  Don't you think I haven't noticed since she got here.  I won't stand for any nonsense.
ang,"Because if he's not coming back, I'll kill myself.  I mean, laugh--laugh at me, but..."
ang,But why did that happen the very night she came here?  She sleeps in his room and his memorial breaks to pieces.  Just look.  Look at it.
fru,"Believe with me, Joe.  I can't stand all alone."
fru,"Last week, a man turned up in Detroit missing longer than Larry.  I mean, you read it yourself."
fru,"You, above all, have to believe."
fru,Just--just don't stop believing.
fru,I can't help it.
neu,"Well, maybe he just wanted to see her again."
neu,What do you mean?  He lived next door to the girl all his life.  Why wouldn't he want to see her again?
neu,How do you know he's even thinking of it?
neu,"Well, so what?"
neu,"Now, listen Kate."
neu,You can't read her mind.
neu,How do you know why she's waited?
fru,"Look, it's a nice day.  What are we arguing for?"
fru,"Well, what do you want me to do about it?"
fru,But Kate--
fru,Calm yourself.
fru,Calm yourself.
fru,All right.  All right.  Calm yourself.
ang,What does that mean?  Me above all?
ang,Look at you.  Look at you shaking.
ang,What have I got to hide?  What the hell is the matter with you Kate?
sad,"from her point of view, why else would I come?"
hap,I almost got married two years ago.
hap,You started to write me and--
hap,Every day since.
hap,I will never forgive you.  Why did you wait all these years?  All I did was sit and wonder if I was crazy for thinking of you.
sad,"Then, what's wrong?  I mean, even in your letters there was some--something ashamed."
sad,You've gotta tell me.
sad,It wouldn't work this way.
sad,"Yeah, sure."
sad,How many?
sad,"Oh, gee."
sad,You still feel that way?
hap,What'll I do with a fortune?
neu,You're not sorry you came?
exc,"You feel it's wrong here, don't you?  This yard, this chair.  I want you to be ready for me.  I don't want to have to win you away from anything."
sad,No.  Nothing like that.
sad,"Yeah, I suppose I have been.  But it's going from me."
sad,I don't know how to start.
sad,"It's all mixed up with so many other things.  You remember overseas, I was in command of a company?"
sad,"Well, I lost them."
sad,Just about all.
sad,It takes some time for a guy to toss that off.  'Cause they weren't just men.
sad,"For instance, one time, it had been raining several days and this kid came to me and gave me his last pair of dry socks.  I put them in pocket.  It's only a little thing, but that's the kind of guys I had."
sad,"They didn't die, they killed themselves for each other.  I mean that exactly.  A little more selfish and they'd have been here today."
sad,"I got this idea watching them go down.  Everything was being destroyed, see, but it seemed that there was one new thing being made.  A sort of responsibility.  Man for man."
sad,"You know what I mean?  To show that, to bring that onto the Earth again, like some kind of monument and everyone would feel it standing behind him and it would make a difference to him."
sad,Then I came back and it was incredible.  There was no meaning in it here.  The whole thing to them seemed like sort of a bus accident.  I went to work with Dad and that rat race again.
sad,"And I felt what you said, ashamed somehow 'cause nobody was changed at all.  It seemed to make suckers out of a lot of guys.  I felt wrong to be alive to open the new bank book, drive the new car, see the new refrigerator."
sad,"I mean, you can take those things out of a war, but when you drive that car, you've gotta know that it came out of the love a man can have for a man.  You've gotta be a little better because of it."
sad,Because otherwise all you have is really loot and there's blood on it.  And I didn't want to take any of it.  And I guess that included you.
neu,What flashlight?
neu,Yeah.
fru,"It's after eleven, let's just go home."
fru,"Pass up what?  These little fish swim onto the beach, they flop around, and swim away.  And then they die."
fru,"What are you so excited about?  I mean, it's not a moon landing we're talking about here.  It's fish.  It's a fish nobody even eats."
fru,"Ah, Augie."
fru,I'm just not.
fru,"Last year, you will also remember our shoes got wet, I got sand in my panties, you got a sore throat, we got in a big fight over nothing, and we didn't see the grunions."
neu,We didn't see them the first time either.
neu,About what?
exc,What time is it?  They're supposed to run around midnight.
exc,"This is great, isn't it?  Look at the night we've got here, couldn't be better."
exc,"I would have liked to have gone a little further up the coast to get away from the lights and the people, but I was afraid we'd miss it."
exc,How you doing?
exc,Is that--no--is that just foam?  I can't even tell.
exc,"Well, I guess we can tell, it probably isn't right?  Probably be unmistakable don't you think?"
exc,"How you doing?  Aw, you know what I forgot?  I forgot to bring my flashlight.  Oh, how could I be so stupid?  I should've brought my flashlight."
neu,"Oh, well sure."
neu,"Right, of course.  Our flashlight.  Mine and yours.  I mean, me flashlight is su flashlight naturally."
neu,"I wonder, do they always run during a full moon?  I can't remember if it was full last year.  Do you remember?"
neu,"You cold?  Do you want my jacket?  Oh, we should've brought the blanket.  Our blanket."
exc,"This is great, isn't it?  A six pack would be just the ticket right now."
exc,I can't believe I forgot.  I'm like a kid.  It's amazing I got out of the house with my fly zipped.
exc,You think they can hear us talk?  Or feel the vibrations in the sand when we move around?
neu,Do you want my jacket?
neu,Right.
neu,That's my point too.
neu,No. No. That's not my point.  The point is there's no point in coming down if we just leave.  Don't you want to see it?
exc,"Think about the people in Kansas, they had to get plane tickets and hotel reservations to see this.  We live forty minutes away.  It's too good to pass up."
exc,"Yeah, but that moment on the beach, is the highlight of their little lives.  All that flopping is laying eggs or what do you--spawning or mating.  I mean,"
exc,this is a big night for these guys.  Life's last orgy.
fru,Yeah they do.
exc,Alright.  But it's fish that do something that none of the other fish do.  Like the swallows returning to Capistrano or the lemmings throwing themselves off the cliffs.
neu,"I don't get it.  The first time we came here, you said it was the best night of your life."
neu,We weren't in a good spot.
exc,There is that--no that's just seaweed isn't it?
exc,"Oh man, this is great, isn't it?  I wouldn't miss this for anything.  Here, think about this, all right, I know you're not interested, but think about this."
