Sr No.,text,label
1350,"And he said, ""Laundry?",0
1351,Is,0
1352,Well. Sounds like you're writing yourself a little play there Rach. Wow! Let me know how that one turns out.,1
1353,"Well, I wouldn't know because I got so freaked out that I hung up the phone.",3
1354,"Well, if you had kept listening, you-you would have heard me call him Mr. Big……ot.",0
1355,What?!,2
1356,Mr. Bigot. He tells the most,0
1357,All right. So you're telling me that there is nothing going on between you and Chandler.,3
1358,Me and Chandler?!,2
1359,"I really thought you making a good point. I mean y'know, until you got cut off.",0
1360,"Yeah, what's up with that girl Monica?",0
1361,I don't know! I didn't come with her!,3
1362,All right everybody! Everybody guess what? I just convinced Paul to give us a test next week!,1
1363,A test?!!,2
1364,Come on! Tests make us all better learners! Oh yeah!  We should have essay questions!!,1
1365,"Okay I've got one for you, if you had too which one would you rather eat, a seeing eye dog or a talking gorilla?",0
1366,"I'd have to say…the talking gorilla, because at least I can explain to him that you're making me eat him.",0
1367,Somebody went to college. Wow.  What is it? I'm sorry.,2
1368,"Okay, I hear you loud and clear. Bob will stay put.",0
1369,I think it's best sir.,0
1370,But we really do need to find someone up here.,0
1371,The work is starting to pile up.,0
1372,I've got a stack of documents on my desk this high.,0
1373,"Y'know what you should do, just toss ‘em in the shedder and claim you never got ‘em.",0
1374,That's a good one.,0
1375,What does a guy have to,0
1376,"Yeah, yeah, everybody's here. Hey, everybody, say hi to Julie in New Mexico.",0
1377,"Hi, Julie!",1
1378,Isn't there a national football league.,0
1379,"Yes. Yes, there is, they play on Sundays and Monday nights.",0
1380,Oh shoot! I work Monday nights.,4
1381,"Umm, this stuffing is amazing. Do you think we should bring them some?",1
1382,"When they're hungry enough, they'll come in.",0
1383,"Hey Joey, you wanted to talk to me?",0
1384,"I don't know. You uh, you got something for me?",0
1385,"Oh, yeah, this is from Rachel.",0
1386,Ten. Okay. Now Tag there's such a thing as too many women.,0
1387,Really?,2
1388,"Yeah, for you!",1
1389,"Oh, Danielle! I wasn't expecting the machine... Give me a call when you get a chance.  Bye-bye.  Oh God!",2
1390,That's,0
1391,"Hey, I've been honing!",3
1392,What was with the dishes?,0
1393,"Oh, uh..",6
1394,I want her to think I might be in a restaurant.. y'know?,6
1395,"I might have some kind of life, like I haven't been sitting around here honing for the past few hours.",3
1396,"Look look! He's doing it again, the guy with the telescope!",2
1397,Oh my God!  Go away!  Stop looking in here!,3
1398,"Great, now he's waving back.",5
1399,"Man, we gotta do something about that guy.",5
1400,"This morning, I caught him looking into our apartment.",5
1401,It creeps me out!,3
1402,I feel like I can't do stuff!,3
1403,What kinda stuff?,1
1404,"Will you grow up? I'm not talking about sexy stuff, but, like, when I'm cooking naked.",5
1405,You cook naked?,2
1406,"Yeah, toast, oatmeal... nothing that spatters.",0
1407,What are you looking at me for? I didn't know that.,2
1408,Y'know they say a watched pot never beeps.,0
1409,"It's just y'know, been a couple of hours, and she hasn't called. Not that I even care, y'know.",4
1410,Phoebe why don't you just call her? You obviously want to.,0
1411,You think you know me so well.,3
1412,"Well, don't ‘cha wanna?",0
1413,Yeah.,0
1414,"Okay, well I do know you.",0
1415,That's what I said.,0
1416,Well so?,0
1417,I can't.,4
1418,I can't.,4
1419,"She dumped me, I mean I totally trusted her and then one day it was ‘Okay, bye Pheebs' gone.",4
1420,"Y'know what the saddest part is, when we were playing together, that was like the most fun I've ever had in like all my lives.",4
1421,"Ok, bye.  Well, Monica's not coming, it's just gonna be me and Rachel.",0
1422,"Oh. Well, hold on camper, are you sure you've thought this thing through?",0
1423,It's laundry. The thinking through is minimal.,0
1424,"It's just you and Rachel, just the two of you? This is a date. You're going on a date.",1
1425,Nuh-uh.,6
1426,Yuh-huh.,1
1427,"So what're you saying here? I should shave again, pick up some wine, what?",2
1428,"Well, you may wanna rethink the dirty underwear.",5
1429,This is basically the first time she's gonna see your underwear....you want it to be dirty?,2
1430,No.,0
1431,"Oh, and uh, the fabric softener?",0
1432,"Ok, ok, now what is wrong with my",3
1434,"Ok, so it's just because it was my table, I have to buy a new one?",3
1435,That's the rule.,0
1436,"What rule? There's no rule, if anything, you owe me a table!",3
1437,How'd you get to that?,3
1438,"Well, I believe the piece of furniture was fine until your little breakfast adventure with Angela Delvecchio",3
1439,You knew about that?,2
1440,"Well, let's just say the impressions you made in the butter left little to the imagination.",5
1441,"Ok, ok, How about if we split it?",0
1442,"What do you mean, like, buy it together?",0
1443,Yeah,0
1444,You think we're ready for something like that?,0
1445,Why not?,0
1446,"Well, it's a pretty big commitment, I mean, what if one of us wants to move out?",0
1447,"Why, are you moving out?",2
1448,I'm not moving out.,0
1449,You'd tell me if you were moving out right,6
1450,"Yeah, yeah, it's just that with my last roommate Kip...",0
1451,"Aw, I know all about Kip!",3
1452,"It's just that we bought a hibachi together, and then he ran off and got married, and things got pretty ugly.",3
1453,"Well, let me ask you something, was Kip a better roommate than me?",4
1454,"Aw, don't do that",4
1455,"Ooh, oh no! I have to go! I have a massage appointment.",4
1456,"Oh no, stay here we'll keep doing this. I'll pay you.",0
1457,"No, I got in trouble for that before. I'll see you later.",0
1458,Absolutely.  I love the way you kiss.,1
1459,Oh my God! Oh my God! I'm so sorry!,6
1460,"Aw forget it, it's from",0
1461,You think you can knock up my daughter and then not marry her?! I'm gonna kill you!!,3
1462,Y'know this is actually not a great time for me.,4
1463,"Okay! So, we'll just stay married.",1
1464,"Yes, exactly!",1
1465,And I will make everyone call me Mrs. Geller!,1
1466,"Wow! This is so amazing. I uh, I really thought I'd have to talk you into this more.",1
1469,What-wh-what so we'll just stay married forever?!,2
1470,"Okay, look, how is this gonna affect you?",0
1471,Really?,3
1472,I mean you fill some form out once and a while and instead of checking the box that says Ms you check the box that says Mrs.!,1
1473,It's,0
1474,"Ohh, okay, I'm sorry.",4
1475,You're right.,0
1476,Y'know what?,0
1478,I'm asking you to do me a favor.,0
1479,You are asking me to be your wife!,3
1480,And as my wife I think you should grant me this favor.,0
1481,Oh my God!,2
1482,"I know, I know, I'm such an idiot.",1
1485,"My brother's going through that right now, he's such a mess. How did you get through it?",0
1486,"Well, you might try accidentally breaking something valuable of hers, say her-",0
1487,#NAME?,0
1488,"That's one way! Me, I- I went for the watch.",0
1489,You actually broke her watch?,2
1492,"Barry, I'm sorry...",4
1493,I am so sorry...,4
1494,"I know you probably think that this is all about what I said the other day about you making love with your socks on, but it isn't... it isn't, it's about me, and I ju-  Hi, machine cut me off again... anyway...",4
1495,"No real-, honey, really it's fine, just g-go with Susan.",0
1496,"Really, I, no, I think girls night out is a great idea.",1
1497,"Okay, okay, bye",0
1498,So what are they doing?,0
1499,"I don't know, something girlie.",1
1500,"Hey, you're early.",0
1501,What are you doing with the lamp?,2
1502,I'm just taking it to be re-wired.,0
1503,"Oh, well don't take it to the same place you took the stereo, ‘cause they've had that thing for over a week.",5
1504,"No, no, Mr. Heckles no one is making any noise up here.",0
1505,You're disturbing my oboe practice.,3
1506,You don't play the oboe!,3
1507,I could play the oboe!,3
1508,Ohhh! That is soo sweet!,1
1509,"Okay, okay look, I know I'm being Mr. Inappropriate today, but it's just so tough, I mean see you walking around and I just wanna touch you and hold you, come on no one's around, just, just kiss me.",1
1510,"All right that's, that's it!! Get off her!",3
1511,What is going on?,2
1512,What's going on?!  That's what's going on!!,3
1513,Ross!,2
1514,I have been down in your store for twenty minutes trying to get a tie!,3
1515,What do I have to do to get some service?!,3
1516,Hi Rach.,0
1517,Ross?,0
1518,Yeah?,0
1519,Hey it's Mona! From the wedding.,1
1520,Oh hi!,1
1521,Hi!,1
1522,Wow! Uh…how are you?,2
1523,"I'm good except umm, you still owe me a dance.",0
1524,"Oh that's right. Well uh, would you be interested in seeing a Ukrainian film?",1
1525,Oh you're serious. Sure!,2
1526,Great! Well umm,1
1527,I think I might need one more cup of coffee.,0
1528,"Sure! Uh, let me get it for ya.",0
1529,Okay.,0
1530,"Look, I feel really bad about how I freaked you out before, so I called the father and asked him to meet you here so you can tell him.",4
1531,Go!,3
1532,"What? Hey wait a minute! Phoebe, how do you even know who the father is?",2
1533,"I may play the fool at times, but I'm a little more than a pretty blond girl with an ass that won't quit.",3
1534,I believe this belongs to the father of your baby.,0
1535,"Oh God… Oh, he's in there right now?",2
1536,Uh-huh. Now you can turn around or you can go in there and rip the Band-Aid off. What to you want to do?,0
1537,"Uh, let's rip!",6
1538,Really? Are you sure?,2
1539,Oh Phoebe!,1
1540,"Okay, sorry. Yeah.",0
1541,Hey Rach.,0
1542,"Hey, thank you so much for these tickets, Chandler.",1
1543,"Oh well, this was a really important experience for me, and    I wanted to share it with you.",1
1544,"Oh, you're so wonderful.",1
1548,"It can't be me, I'm standing right here.",0
1549,Wanna peek?,0
1550,No!,5
1551,Come on!,2
1553,We're not peeking?,4
1554,Well I'm peeking.  Oh my God!,2
1555,"Hello sir, you know Monica.",0
1556,Chandler is fantastic!!,1
1557,What?!,2
1559,Y'know how people just click?,1
1560,"Like he came by to pick me up, and I opened the door, and it was just like, click!",1
1561,Did he tell you?,2
1563,"Oh, and he's got such a good heart! Doesn't he have a good heart?",1
1564,"Oh, I know...",1
1565,"Oh, I know and he's soo sweet! Listen, he said he was going to call, so put him straight through.",1
1566,Isn't this great?!,1
1567,Don't spoil it.,0
1568,Hi.,0
1569,"Hi, sweetie!",1
1570,Hello.,0
1571,"Hi, Ross.",0
1572,"Yeah, huh.",0
1573,I?ve got some bad news.,4
1574,What?,6
1575,"I can get a quick bite to eat, but then I have to come back up here.",0
1576,"Come on sweetie! You?ve had to work late every night for the past two weeks, what is it this time?",4
1578,"But work comes first!  Oh hey, but that?s sad about you though, what happened? Burn out? Burn all out, did ya?",1
1579,"Nooo, he?s leaving for a better job.",0
1580,"Oh well that?s great, so I guess this is ah, this is good bye then. Huh?  Good bye.",1
1581,"Okay, then.",0
1582,Okay.,0
1583,Well we?re gonna miss you around here.,4
1584,"Yeah, me too.",4
1585,"So, see ya on Saturday.",0
1586,"Yeah, you bet.",0
1607,Whazzup??,0
1608,"Seriously dude, 3 years ago.",1
1609,"Listen, can you do me a favor?",0
1610,I'm gonna be out today.,0
1611,"Can you    just keep an eye on Joey, make sure nothing happens between him and Molly?",0
1612,You don't trust him?,2
1587,I think the check in is that way.,0
1588,Ahh.,0
1589,"Monica face it, Chandler is against marriage. And-and always will be!",0
1590,Well there's some people who do want to marry me.,3
1591,There are?,2
1592,Yeah! Richard!,3
1593,R-R-Richard said he wants to marry you?!  And-and Chandler's tellin' ya how much he hates marriage?!,2
1594,That's right.,0
1595,Chandler,0
1596,You just told me that he hates marriage!,2
1597,That-that he's a-a complex fellow who's unlikely to take a wife!,3
1598,That-that he's against marriage and always will be!,3
1599,You got,0
1600,"You know you probably didn't know this, but back in high school, I had a, um, major crush on you.",6
1601,I knew.,0
1602,You did! Oh.... I always figured you just thought I was Monica's geeky older brother.,2
1603,I did.,0
1604,Oh.,4
1605,"Listen, do you think- and try not to let my intense vulnerability become any kind of a factor here....but do you think it would be okay if I asked you out?",6
1606,Sometime?,0
1607,Maybe?,0
1608,"Yeah, maybe...",1
1609,"Okay... okay, maybe I will...",1
1611,"Well, I just thought it'd make me feel good to do something nice for my friend.",0
1612,"Well, you're amazing.",1
1613,Oh no-no-no.,0
1614,"A TV as if it appears from nowhere! That's the dream! Man, how did you afford this stuff?",2
1615,"Well, y'know I'm 29. I mean who needs a savings account.",0
1616,"Oh, you are the best friends anyone has ever had.",1
1617,"Oh, I don't know.",6
1618,"Oh-no-no-no, you are!",1
1619,"You do this, you give me the great advice, and hey listen, I was thinking about what you said yesterday about focusing on one woman, I'm gonna do that.",1
1620,You mean with Casey.,0
1621,"No-no-no, I think I'm gonna see how things go with Kathy. She's pretty cool.",0
1622,Or Casey.,0
1623,"No-no, Kathy.",0
1624,Could be Casey.,0
1625,"No. No, Kathy.",0
1626,Consider Casey.,0
1628,I think somebody's got a little crush on Casey.,1
1629,How ‘bout I fix you two up?,1
1630,What do you think?,1
1631,That all the pieces of my life are falling right into place!,1
1632,"Hey, anybody got a length of rope about six feet long with a little nouse at the end?",0
1633,"Honey, what's the matter?",0
1634,I just saw Janice.,0
1635,"‘Cause every time I see your face, I can't help but fall from grace. I know.....",1
1636,Wow! This girl is good.,2
1637,"Oh-ho yeah! A song with rhyming words. Oo, I never thought of that before.",3
1638,I like her.,0
1639,Why? Because she can sing and play guitar and do both at the same time?,0
1640,"Well, that's pretty much all I'm looking for from these people.",0
1641,Look at you. All jealous.,3
1642,"Yeah Pheebs, come on, you two have completely different styles. Y'know, she's more.. y'know, and you're more",0
1643,Say you'll stay beside me,4
1644,"Okay, see, see, everyone else is happy she's done.",3
1645,"Okay, my next song's called: Phoebe Buffay, What Can I Say.",0
1646,"I Really Loved When We Were Singing Partners, And I Shouldn't Have Left You That Way.",0
1647,"Oh no, one of those ‘look for the hidden meaning' songs.",0
1648,"Yes, hello.",0
1649,I have a question.,0
1650,"Umm, I used your pen to draw on my friend's face.",0
1651,A beard and a moustache.,0
1652,Thank you.,0
1653,"No,",0
1654,What?! What else did he say?,2
1655,"Umm, he said he thought I was funny.",0
1656,"So… Okay, look-look umm, let's just go downstairs, we'll have some fun, and you will forget all about it.",0
1657,"Ross, no! There is",3
1658,"Oh, come on! Rach, it's-it's not that bad.",0
1659,"Ross, I am a human doodle!!",3
1660,"Look, just because some idiot drew on your face doesn't mean you shouldn't have any fun!",0
1662,"And besides, hey-hey-hey no one is even gonna",0
1663,"Okay, there was",0
1664,Come on!,1
1665,"Oh wait, don't you have to pay for your,  Busty Ladies?",1
1666,"No, it's okay. Some-some kid asked me to pick it up for him, but I don't",0
1671,Oh my God!!! What are you doing?!!,2
1672,"You said, you wanna come in for some lemonade?",0
1673,So?!,5
1674,"Whoa, ah!! We're you just gonna give me some lemonade?",2
1675,Yeah huh!! Cover yourself up!,5
1676,"Oh right, right.",0
1677,"I don't believe this! When someone asks you in for lemonade, and to you that means they wanna have sex?",5
1678,Well usually...yeah!,2
1679,"Well, not just lemonade, iced tea, sometimes juice.",0
1680,"Well, sorry, I just, I thought you liked me.",0
1681,I'm such a jerk.,4
1682,"It's okay. I suppose it could happen to anyone, not anyone I know, but... By the way I can still see it.",0
1683,Hmmm... this is so nice.,1
1684,"OK, I have a question. Well, actually, it's not so much a question as.. more of a general wondering... ment.",0
1685,OK.,0
1686,"OK. Here goes. For a while now, I've been wanting to, um....",0
1687,Ohhh!!!!,2
1688,"Yes, yes, that's right...",0
1689,"Oh, look at the little cat!",2
1690,What?  Ow!,2
1691,"Well, I was probably going to do it at some point.",0
1692,I didn't mean,0
1694,It's brilliant!,1
1695,"Goodbye Mike, we'll see you at the wedding, fella!",1
1696,"well, we probably won't invite you to the wedding...",0
1697,"Thank you, Chandler.",0
1698,Sincerely.,0
1699,"Well, you're welcome! Glad I could help.",1
1701,"David, I'm pretending to",0
1702,"Okay, you have 19 questions left. Use them wisely.  Come on Joey! You can't win if you don't ask any",1
1703,What?!,2
1704,"Well, you promised me a fun road trip!",1
1705,We've been on the road six hours and you've been asleep for five and a half!,3
1706,We are switching at the next rest stop and,3
1707,All right. All right.,0
1708,Yeah! And until then you are going to sing to me because the radio's broken and you are selfish but have a nice voice.,3
1709,Really? I don't,2
1710,Sing!!,3
1712,Morning!,1
1713,Everything was delicious!,1
1714,Thank you!,1
1715,It was. The duck in particular was superb.,1
1716,Thank you!    You haven't said anything...,1
1717,Actually I do have one small complaint.,0
1718,Oh..please!I-I welcome criticism.,0
1719,The musician right outside the restaurant...it's kind    of a mood-killer!,4
1720,What musician?,2
1721,We did?,0
1722,You owe me 20 bucks.,1
1723,Thank you. Thank you so much!,1
1724,"Chandler, here you go, got your traditional Thanksgiving feast, you got your tomato soup, your grilled cheese fixin's, and your family size bag of Funyuns.",0
1725,"Wait, wait, Chandler, this is what you're havin' for Thanksgiving dinner?",2
1726,"What, what, what is it with you and this holiday?",3
1727,"All right, I'm nine years old.",0
1728,"Oh, I hate this story.",4
1729,We just finished this magnificent Thanksgiving dinner.,0
1730,"I have--and I remember this part vividly--a mouthful of pumpkin pie, and this is the moment my parents choose to tell me they're getting divorced.",4
1731,Oh my god.,2
1732,Yes. It's very difficult to appreciate a Thanksgiving dinner once you've seen it in reverse.,4
1733,"Hey, who's this little naked guy?",2
1734,That little naked guy would be me.,0
1735,"Aww, look at the little thing.",2
1737,Who are those people?,2
1738,Got me.,2
1739,"Oh, that's Nana, right there in the middle.  'Me and the gang at Java Joe's'.",0
1740,"Wow, Monica, you look just like your grandmother. How old was she there?",2
1741,"Let's see, 1939... yeah, 24, 25?",0
1742,Looks like a fun gang.,0
1743,"Ooh, look-look-look-look-look! I got Monica naked!",1
1745,"So, what's this about?",1
1746,"Rachel has something that she wants to tell you and umm, I believe that this is your red sweater.",0
1747,No.  This is my red sweater.,0
1748,Oh no. Could I get anyone a coffee or…poison? No? Just for me? Okay.,6
1749,What's going on Rach?,1
1750,"Nothing! Phoebe kinda made a mistake. But y'know you do wear that sweater a lot, are you involved in some kind of dare?",6
1751,"Y'know, I'm actually glad Phoebe called.",1
1752,"I know we broke up because you thought I wasn't mature enough, but I've really grown up and think we should get back together.",1
1753,"Oh, it's just not the right time.",4
1754,It is the right time.,1
1755,Okay.,0
1756,‘Kay!,1
1757,in the category of Favorite Returning Male Character the nominees are: John Wheeler from,0
1758,What the?!,2
1759,Yeah.,0
1760,"You're an Aquarius, huh?",0
1761,I bet you're a Gemini.,0
1762,Nope.,0
1763,Taurus?,0
1764,Nope.,0
1765,Virgo?,0
1766,Nope.,0
1767,Sagittarius?,0
1768,Yep.,0
1769,"I knew it! I knew it, ahh….",1
1772,You're not gonna speed anymore right?,0
1773,I won't speed.,0
1774,And you promise you'll get this taken care of right away?,0
1775,I promise.,0
1776,And in the meantime you better let him drive. Does he have a license?,0
1777,Yeah!,0
1778,Can he handle the stick?,0
1779,Oh well,0
1780,I can handle the stick!!,3
1781,Hey!,1
1785,I can't believe this is taking so long. How are you doing?,4
1786,Oh not bad. Do you know that feeling when you're trying to blow a Saint Bernard out your ass?,4
1787,Weirdest thing. Did I hear........Mother of God it's true!,2
1788,Chandler Bing!,2
1789,Janice,2
1790,"Not just Janice, Janice in labor, contracting and everything.",1
1791,"Oh, this should be easy. I have a very wide pelvis. You remember Chandler.",0
1792,Janice I didn't even know you were pregnant! Who's the unwitting human who's essence you've stolen?,2
1793,It's you. This is yours.,0
1794,What?!,2
1795,Look how nervous he gets! We haven't slept together in years!,1
1796,That's funny. Does it-does it hurt? Does the labor hurt?,6
1797,"Man, I'm starving! What the hell was I thinking at dinner?! ""Do you want soup or salad?"" Both! Always order both!",3
1798,"Y'know, y'know I'm lookin' and I don't think anyone's home here.",0
1799,"I say we just break the window, crawl through, and-and y'know explain later.",0
1800,Yeah? Really? No one's home?,2
1801,I don't think so. Hello?  When you get in there,0
1802,"Hey, what's up?",0
1803,I just saw Danny getting on the subway with a girl and he had his arm around her.,4
1804,"Oh, honey, I'm sorry.",4
1805,"Well, you should be, this is all your fault! You meddled in our relationship!!",3
1806,You had no relationship!!,3
1807,"No, but I was doing my thing and everything was going according to the plan!",3
1808,"Oh God, stop with the plan!",3
1809,"So what, so what you saw him with a girl?",0
1810,Who cares?!,3
1811,That doesn't mean anything!,3
1812,"Now look, you're going to go out on a date with Danny and you're going to be so charming he's gonna forget all about that stupid subway girl.",0
1813,She was kinda stupid.,0
1814,You're right.,0
1815,"All right, I'm just gonna go on the date.",0
1816,I'm gonna go on the date.,0
1817,That is the new plan.,0
1819,Hi.,0
1820,Phoebe!,2
1821,Ta-da.,1
1822,Hey.,0
1823,Hi.,0
1824,"Ahh, look at you, you look great.",1
1825,"Do I? Thank you, so do you.",0
1826,Thanks.,0
1827,Sparkly.,0
1828,"So, wow, this is pretty wonerful, huh.",1
1829,Mr. major capades guy.,0
1830,"I, I remember when you were just, like, King Friday in Mr. Roger's Ice is Nice.",0
1831,You always said I'd make it.,1
1832,"Yeah, well, ya know, I'm kind of spooky that way. Wooo.",0
1833,I missed you.  I'm gonna get changed.,0
1834,OK.,0
1835,"Um, now. Phoebs.",0
1836,"Oh, right, OK. Ole.",0
1837,What?,0
1838,"Um, the matador.  Ole, ha ha ha.",1
1839,"Hi Joey it's Jane Rogers, can't wait    for your party tonight.",1
1840,"Listen, I forgot your address, can you give me a call?",0
1841,"Thanks, bye.",0
1842,Hey!,1
1843,Hey!,1
1844,What's happening?,1
1845,"Yeah, it's a real shame you can't make it to that one-woman    show tonight.",4
1846,"Oh, I'd love to, but I gotta get up so early the next day and    so, you know me, work comes first",0
1847,"Oh, yeah, yeah, yeah...",0
1848,"""Hi Joey, it's Jane Rogers can't wait for your party tonight""",1
1849,Stupid Jane Rogers!!,3
1850,You are having a party tonight??,2
1851,Kinda have a... a thing for the Days Of Our Life's people.,0
1852,And you weren't going to tell us? How did you think you were    gonna get away with that?,3
1853,I do it every year.,0
1854,You do that every year??,2
1855,I didn't have to tell you that!! I'm stupider than Jane Rogers!!,3
1856,"Oh, that's why you got these tickets to that play, to get rid    of us??",3
1857,Yeah...,0
1858,And last year is that why you sent us to that medieval times    restaurant?,3
1859,Yeah...,0
1860,"OH! And the year before that, when you set up that nighttime    tour of that button factory?",3
1861,Who's this from?,2
1862,"Oh, that's Ross's.",0
1863,Oh...  Oh my God. He remembered.,2
1864,Remembered what?,0
1865,It was like months ago.,2
1866,"We were walking by this antique store, and I saw this pin in the window, and I told him that it was just like one my grandmother had when I was a little girl.",4
1867,Oh!,2
1868,I can't believe he remembered!,2
1869,"Oh, it's so pretty. This must have cost him a fortune.",2
1870,I can't believe he did this.,2
1871,"Come on, Ross? Remember back in college, when he fell in love with Carol and bought her that ridiculously expensive crystal duck?",0
1872,What did you just say?,2
1873,F-hah.... flennin....,6
1874,Oh.... my God.,2
1875,I really like waking up with you.,1
1876,"I like waking up with you too.  Oh! It's such a beautiful morning.  Oh, I can stay here all day.",1
1877,That would be great!,1
1878,We could have breakfast in bed,1
1879,"Wait, just a second.",0
1880,Okay.  Oh! Oh no.,2
1881,"Well that was depressing, I think I just bought a soft pretzel from one of the kids from",4
1882,Um-hmm. Oh wait! This is Bonnie.,2
1883,Hi!,1
1884,This is Bonnie?  This is Bonnie?  You're Bonnie?,2
1885,I can show you an ID if you want?,0
1886,"Oh no, I'm sorry, you look a lot different from the last time I-I saw you.",2
1887,"Oh yeah, well I just started wearing bras again.",0
1888,"Oh, that must be it.",0
1889,Well I hope you have fun tonight.,0
1890,Thanks! You too.,1
1891,I believe it.,0
1893,"Yes, I do.",0
1894,"No you do....y'know what, you're not gonna suck me into this.",3
1895,"Oh sure I am, because you always have to be right.",3
1896,"I do not always have to be....okay, okay.",3
1897,Jurassic Park,0
1898,"I'm telling you, something's wrong! My brother does not stay out all night.",6
1899,Maybe we should check the trash chute.,0
1900,Ross couldn't fit down the trash chute.,0
1901,"That's right, he almost could. Which is exactly how I got stuck there.",0
1902,Hey!,0
1903,There he is!,1
1904,Oh my God!  Where the hell have you been?!!,3
1905,"Just, y'know out.",0
1906,"Ohh, out, oh God, I don't know why we didn't think to check there!",3
1907,What were you doing?,0
1908,"I uh, went to a bar. And then I just uh, just walked around for a while.",0
1910,He hooked up! He hooked up with someone.,2
1911,"Look, I don't have to answer your questions! Okay? I'm a big boy, I can do whatever I want!",3
1912,He hooked up!! Tell us about her!,1
1913,Ross you left you scarf in… Hey you guys.,0
1915,"Oh yeah, that looks good.",0
1916,You guys make a,0
1917,"Yeah, we look great together.",1
1919,Okay.,0
1920,Wow! Imagine what our kids would look like!,1
1921,"Y'know, we don't have to imagine.",0
1922,I'm marrying her.,1
1923,We'll just see.,0
1924,Hey! Hey! Be careful around my Porsche!,3
1925,Hi Joey.,0
1926,Hey! How you doin'?,0
1927,He has the most amazing Porsche under there!,1
1928,"I'd love to show ya, but I just tucked her in.",0
1929,She's sleeping.,0
1930,"Hey uh, would you two girls like to go for a drink?",0
1931,"Well, the old lady died.",4
1932,And how do I know?,0
1933,Her dying wish was for one last kiss.,0
1934,"But I don't care,  because you got the apartment.",1
1935,Yes!,1
1936,Ewww. Yeah. Umm. I think I'm gonna stay here.,5
1937,Isn't that great?,1
1938,Ezels!!,5
1939,"Smelly cat, smelly cat, what are they feeding you? Smelly cat, smelly cat, it's not your fault.",0
1940,"Wow, that's great.",1
1941,"Oh, yeah!",1
1942,"Y'know you could totally sell this. It'd be perfect for like umm, a kitty litter campaign.",0
1943,"I..., a jingle? No, no-no-no, no.",0
1944,What? Why not? You could make a ton of money.,2
1945,"Okay, well if I was in this for the money, I'd be a millionaire by now, y'know.",0
1946,You just got to get out of that jingle head sweetie.,0
1947,"Aw, you're right, you're right. I'm sorry.",0
1948,"That's okay. All right, I'm gonna play song that's really, really sad. It's called Magician Box Mix Up.",1
1949,"Okay sir, um-mm, let see if I got this right.",0
1950,"Ah, so this is a half-caf, double tall, easy hazel nut, non-fat, no foam, with whip, extra hot latte, right?",0
1951,"Okay, great.",1
1952,You freak.,5
1953,Thank you.,1
1954,"Um, coffee to go, please.",0
1955,Isabella Rosselini.,0
1956,Are you serious?  Oh my God.,2
1957,Damn! I can't believe I took her off my list.,3
1958,Why? ‘Cause otherwise you'd go for it?,0
1959,"Yeah, maybe.",0
1960,"Oh-oh, you lie.",5
1961,What you don't think I'd go up to her?,0
1962,"Ross, it took you ten years to finally admit you liked me.",0
1963,"Yeah, well missy, you better be glad that list is laminated.",3
1964,"You know what honey, you go ahead, we'll call her an alternate.",0
1965,"Okay, hold my crawler.",0
1966,Okay.,0
1967,"Rach, are you really gonna let him do this?",2
1968,"Honey, he's about to go hit on Isabella Rosselini. I'm just sorry we don't got popcorn.",1
1969,"Okay, that's, that's enough.",0
1971,Won't you dance around with me.,0
1972,A-ha!!!,2
1973,"Oh-oh-oh, yeah!  That's right, you take good care of those babies!",1
1974,Excuse me?,2
1975,"It's me, Joey!",1
1976,Do I know you?,2
1977,Joey!,1
1978,"Oh-ho, yeah. Yeah, the hand guy.",0
1979,Okay that's fair.,0
1980,All right.,0
1981,Good!,0
1982,Pick one.,0
1983,Left!  Thank you.,1
1984,You're welcome.,0
1985,Ross!,2
1986,Joey!  We should just switch.,0
1987,Yeah absolutely!,1
1989,"Rachel, we're sorry for pushing those guys on you.",4
1990,Oh that's all right!,1
1991,"Y'know, I ended up having a really good time.",1
1992,"Y'know, the charity was a big success and they raised a lot of money and awareness.",1
1993,So what was it for anyway?,0
1994,I wanna say a disease.,0
1995,Hey!,2
1996,Hey!,2
1997,I just got this really weird message from Ross. He said turn on,0
1999,"Oh my God, look! That's Elizabeth!",2
2000,Oh-oh Professor Geller.,0
2001,"Ahh, to be 13 again.",0
2003,"Hey! So uh, was he excited about the tickets?",0
2004,No! He blew us off!,3
2005,What?!,2
2006,I know!,2
2007,I can't believe it.  Can I tell you something? I'm a little mad at him now.,3
2008,Can I tell you something? Me too.,3
2009,"Y'know what? He didn't want to talk to us about being angry, well maybe we don't talk to him",3
2010,Ooooh! Freeze him out.,1
2011,That's right!,1
2012,I like it!,1
2013,Doorknob?,0
2014,"Yeah, it kinda grows on you.  Actually, I wanted to finish talking to you about uh, spring vacation.",0
2015,Oh good.,1
2016,"Look, I…  Look, I'm having a great time with you and I just don't want us to move to fast or put to much pressure on us.",6
2017,"So, I'm sorry I just don't think we should go away together yet.",4
2018,It's-it's too soon.,6
2019,"Ross, I think you misunderstood what I was saying. I just wanted to tell you that I'm going to Florida for a couple weeks.",2
2020,No. I think you misunderstood what,2
2021,You are so adorable.,1
2022,That! Let's talk about that.,1
2023,Hey!,1
2024,How do you feel?,0
2025,"Well, let's just say that Krog will be fully equipped to destroy the universe again in twelve to fourteen hours.",0
2026,"Okay, so I",0
2027,And protected them from a tornado?,0
2028,Oh my God.,2
2029,"I know, the babies are asleep.",0
2030,"Phoebe, what, what happened here?!",2
