,text,label
6," Yes , it would . Don ' t worry . There ' s a lawn outside the building and there ' s the park nearby . This place will be fine . ",0
1, She ' s not at her desk at the moment . Is there any message I can give her ? ,0
2, What research are you dealing with now ? ,0
7," I like it as well , but I don't think it's as good as Sweet Heart . ",0
7," Don't lose this receipt , because insurance companies are very difficult about helping when they don't have the right paperwork . ",0
5," Yes , it wasn't too hard to get . All I had to do was fill out the paperwork and pay the application fee . ",0
3, Thank you for calling me . I will be there on time . ,0
5, My present address is No . 415 Green Street . This is also my permanent address . ,0
5," Yes , that would be nice , would I have a tour guide to tour completely visit these places ? ",0
0,"Mum , pass me some more please ! ",0
6, Umm ... no ... I make these in my workshop in the North Pole ! ,0
1, What ? ,0
2," Excellent choice . ( He brings her the pie . After she finishes , the waiter comes back . ) Would you like anything else ? ",0
6," I talked to her for a while , but she ' s really depressed . So , I made an appointment with the school counselor for her . ",0
1, Would you please tell us how to review our lessons ? ,0
3, Can you use the computer or other office machines ? ,0
5," I am sorry , but I think I ordered waffles . ",0
6, I had a good time . You seem to be in a hurry . Don't let me hold you up . ,0
10, I'd better see you there . ,0
1," Good morning , Gav ! Did you sleep well last night ? ",0
3, No problem . ,0
1, So what ? Are we going anywhere ? ,0
12," Hurry up , will you ? We ' ll have to go to the gas station first . ",0
0,"Tom , aren ' t you a little too old to be trick-or - treating ? ",0
2, Do you mean you got a divorce ? ,0
2, It's a good car . ,0
3, Many customers didn't want them . ,0
2, There was plenty of room for me to pull out.You didn't have to stay in the lane you were in . ,0
1," Yes , very . I thought the last speaker was especially good . ",0
8, Well ... ? Have you thought of it yet ? ,0
0,Hello . Did you enjoy the tour of our new premises ? ,0
3, By the middle of October . ,0
1," Yes , they are all on the shelf . ",0
11," Oh , it's a Polo . It has the logo on the back and at the bottom in the left-hand corner . ",0
6," Afternoon , please , if that's possible . ",0
2," Yes . And something else , please don't borrow my clothes without asking . ",0
6," All right , we accept the challenge . What about the commission ? You know , we usually get a 20 % commission of the amount on every deal . ",0
8," Yes , but it can be very crowded around this time . I always feel uncomfortable taking the subway . ",0
6," Ok , let's see , well , you've got a long life line , which is good , and the love line is strong ... ",0
1," Yes , do you have any flights to Sydney next Tuesday afternoon ? ",0
6," No , Lucy . Don't get me wrong . I mean school will be open on Sept . 2nd , and I will have a very tight schedule by then . ",0
7," oh , that's a picture of me on our fourth day of travelling . I'm standing next to a famous foundation in the centre of the city . ",0
9," That's great . This is your key , sir . If you need anything at all , anytime , just dial zero . ",0
0,I have applied for a transfer . ,0
0,How's your work ? ,0
4," She liked the acting , too , because that's what she wanted to see . ",0
5, I will miss you . But anyway I wish you every success at your new post . ,0
7, Yeah ! It reminds me of the previous Star Wars scenes . ,0
3, Is there any furniture in it ? ,0
0,"Repair service , how may I help you ? ",0
4," I don't know . I saw him the first time Tuesday . He was at the cafe . I noticed he was looking at me a lot . Not just the usual looking , but staring.He just kept staring at me . He didn't stop . ",0
9," I can't remember , but I've got the receipt somewhere.Would you like to see it ? ",0
1," Can we have two a joining double room , sir ? ",0
1, I ' m afraid not . Don ' t you see I ' m looking up a word in the dictionary ? ,0
4, I'll go myself then . ,0
5," Oh , let me see . It fits the second standard rates . Have a look at the contract , please . ",0
0,Why do you want to work in our company ? ,0
2, I think I will . ,0
12," When I turn off my home alarm , the house will automatically tum on the lights and set the climate to a comfortable level . ",0
2, You have to get up and get ready for school . ,0
5," Don't worry . See where it says , New User ? ",0
11," we spent that afternoon walking around a flea market . We had a few coffees , watched a movie , and went for a swim in the pool at the hotel . ",0
2, Any rain ? ,0
4," Sure . I'd rather show Bean in a garter belt , but all in good time . ",0
0,What do you think of that situation comedies showed every weekend ? ,0
5, Will the internet even pop up ? ,0
9," Since he doesn ' t have a son , he hopes that one of the girls will marry a wealthy man . That way , all of his daughters will be cared for . ",0
9, We add all of these up and divide by this and that gives us this percentage . ,0
0,Did you like the Chanel bag that I got ? ,0
13, no problem . ,0
4," Ok , each player gets 16 pieces . You can be the white ones and I ' ll play with the black pieces . Now in the front , you set up the pawns . Those are the least valuable pieces and can only move one space forward . When you are about to capture another piece , it can move one space diagonally . ",0
7, Bye . ,0
5," No , sir . We left directly from the hostel . ",0
1," Oh , good ! You know , I am looking at my plate and I ordered scrambled eggs , not fried . ",0
1," No , I was out . Was it worth watching ? ",0
6, As long as you have all of the documentation we require you have nothing to worry about . ,0
7," The plumbing seems OK , too.The toilet flushes and the shower has hot and cold water , and the sinks don't seem to leak . ",0
5, That ' s right . But I don ' t think there are better ways . ,0
1, It says a storm may come tomorrow . ,0
8," No , I'll discuss the business with him at hotel . ",0
1, We have a good variety . What decade would you like ? ,0
2, Is Doctor Hawkins here ? She ' s our doctor . We called her from the car . ,0
10," Give me your information , in case I don't hear from you . ",0
6," Great , do you still remember when he started his voyage ? ",0
4, did you have a fight with Jack ? ,0
11," Yes , that's right . ",0
2, How about Legally Blonde . ,0
4, It just happened to be the highest grade in the class . ,0
4, Does it make a lot of noise ? ,0
4, 1808 . The toilet doesn ' t work properly . The water doesn ' t run in the shower . ,0
3, Do you take credit cards ? ,0
2," Would you like a balance inquiry first , Mr Mayhew ? ",0
2," That's no problem . It is made of linen , so you won't feel hot in it . I can assure you it is of superior quality . What is more , it is very popular with young women . ",0
24, 8825 1127 4235 9869 . ,0
14, That's a great idea ! ,0
6, Could you tell me now some of the things I need to do ? ,0
0,how was your education going on in Australia ? ,0
10," You certainly drive a hard bargain , Mrs . Brown . ",0
0,"Good afternoon . I am Mr . Brown , the Import manager of Atlantic Industries Ltd , Sidney , Australia . This is my card . ",0
0,It's said you will go abroad to pursue your graduate studies . ,0
5, OK . I'll take this one . ,0
3," No , I thought it too dull . Also I didn't think it was challenging enough . ",0
2," Well , you should have thought . ",0
4," Terrific , that's a wonderful movie , I like it very much . Can I get tickets now for tomorrow ? ",0
9," I need to stand behind this shield . Now you will take a deep breath , hold it , and let it out . ",0
0,"Good afternoon , sir . Can I help you ? ",0
1, Sure . What's your date of delivery ? ,0
8, Hmm . I'll have to think about this for a second . ,0
0,The language used in this multinational company is mainly about English ; do you think you can manage to handle that ? ,0
13, It's just that you have to be patient and try to relax . ,0
1, Good ! Have you got the recruitment information on marketing ? ,0
8," Yes , certainly . ",0
2, How can we help him ? ,0
0,May I help you with something ? ,0
3, I can ' t say I do . What I like a girl with good manners . ,0
5, Our state-of-the-art computer lab is on the first floor . ,0
9," Yeah , we definitely missed our stop . ",0
8, My pleasure . ,0
6, How about painting a warning on each cigarette packet ? ,0
0,How's your brother doing ? ,0
3," Yeah , I don ' t mind it either . We ' ll both end up rich slobs and not need it , but what if we do , you know ? ",0
6, Great ! How will we be getting there ? ,0
2," For four , And may I have your name ? ",0
3, You should get plenty of sleep . ,0
2, You seem to be in a hurry . ,0
2, So that's £ 14.15 for me and £ 16.50 for you . ,0
6, Here ' s the master bedroom . ,0
2, We ' re starting at 12:00 and it ' ll go on for the rest of the afternoon . ,0
3," It means that if you place a big order , we usually allow 15 % for a trade discount . And our products feel more slip , colorful and faddish than others . You can have a look . ",0
8, Your bumper looks exactly the same . ,0
4, What ? ,0
4, Don't worry about it . ,0
9, Good . You will feel better after you do . ,0
0,"Hello , Ann ! Is that you ? ",0
4," Well , to be fare , since he's coming all the way from Lancaster , he's got to get up much earlier than the rest of us . He must get start on his commute about six thirty , no telling what time he actually gets up . ",0
6, When did it start ? ,0
1," No , I first came here 1995 . ",0
3, Thank you for your compliments . ,0
6, So what does this plan include ? ,0
4," You're right . The invitation said two to seven . I was there at two o'clock , but most people didn't arrive until three or four . They didn't start cooking until five o ' clock . ",0
5, Can you carry out major repairs here ? ,0
6," That ' s bogus . I don ' t feel any stress at work , and my love life is practically nonexistent . This zodiac stuff is all a bunch of nonsense . ",0
3, Of course not.Sometimes a poor man can be extremely miserable . ,0
7," You can come in this afternoon . If you would feel better , bring your husband with you . ",0
0,Have you find any job that you are interested in ? ,0
7, I went there on business . ,0
1, Nothing much . What are you up to ? ,0
10," No , You can pay when you check out . ",0
0,It ' s really terrible ! ,0
3, Did you ? I didn't hear you . It was too noisy . ,0
0,"Hello , Vicki . ",0
15, Thank you . ,0
8, Why not ? ,0
6, And I want to change 4000 Yuan . ,0
5, What time is now ? Do you have the correct time ? ,0
3, I think the valve is faulty . I couldn't regulate the pressure and the seal burst . I tried opening the emergency valve but it was jammed . ,0
4, It was always very busy there . ,0
6," Then there is nothing particular I'd like to eat . Grandpa , what's your favorite here ? ",0
2, I must apologize . I ' ll buy you a new one tomorrow . ,0
3, One dollar . ,0
3, No . You can never count on the grown-ups when there is something . ,0
3," When you get your next Continued Claim Form , you should just write down where you worked and note that you no longer need unemployment . ",0
1," Duh ! I would say yes ! Eric is the most popular kid in school ! Okay , my turn . What would you do if you won the lottery ? ",0
2," Um , I ' m just having a look around . It ' s my girlfriend ' s birthday tomorrow . I'm trying to find her something . ",0
1," Um , very nice . It's warm in spring and cool in autumn . ",0
0,How much do you expect to earn ? ,0
7," Are you interested in purchasing on the lake , or would you like a home with a view ? ",0
2, what happened to him ? ,0
1, It is called Energy Collector . ,0
2," Sterlet . It's spelt 0 , S , T , E , R , L , E , Y . ",0
5," Sure . We should probably pre-heat the oven right away , too . ",0
2, But you look depressed . ,0
2, Here is the ticket . ,0
12, Hey ! ,0
2," No , we haven't . ",0
5," Actually , if you go to the bus stop in the next block , you can take No . 105 which will let you right off in front of the zoo gate . ",0
0,Do you offer a course in business management ? ,0
2, Which is easier to learn ? ,0
9, I'm going to be on time today . ,0
3, How should I say it ? ,0
6, Have you checked the periodicals section yet ? ,0
10, Will there be anything else ? ,0
6, You must have had a great time . Most children love to play in the sand on the beach and go swimming . ,0
5, I do . ,0
4, Start the car . ,0
8, good idea . ,0
0,Japanese is easy to learn . ,0
4, I see . What you need is one of our Petty Consumer Loans . ,0
3, It's a bad idea . Vicky has short hair . ,0
6, I can't open the door . ,0
5, I understand . They think a tornado might come . ,0
3, That's easy . Everyone knows that there are nine . ,0
0,Maybe we'd better go now . ,0
0,My son is alway complaining that I dump on him . He was very rude and told me to mind my own business . I cannot put up with that . ,0
8, How long will it take to get the regular one ? ,0
1," Oh , all right . I lost a bunch of money in the last two years , but this year has been pretty good . ",0
6," Actual 1y , it was their idea first . ",0
6," Yes , we have a showroom not far away from here , Mr . Black . Are you free now ? ",0
0,"good afternoon , madam . How can I help you ? ",0
3," She's fine , thanks . Actually , she's the reason I'm here . It's our Wedding Anniversary in 2 weeks and I want to get her something special . She's been nagging me about our furniture , you see . ",0
10, You will be fined if you damage it . ,0
16," I don't know , she didn't say . I'm so sorry about this . ",0
0,"So , did I tell you about my New Year ' s resolution ? I ' Ve decided to go on a diet . ",0
8, Certainly . Which flight would you like ? ,0
0,Have you heard about John ' s obscene words towards the manager ? ,0
6, That sounds reasonable . ,0
3," I don't remember , but it wasn't very serious . Have you ever been in an earthquake ? ",0
7, What appliances ? ,0
2, What size prints would you like ? ,0
0,"I'm really confused , Zina . Will you explain all this to me ? ",0
3," I ' m sorry , Janice . But we ' Ve been waiting on the client . It ' s out of our hands at the moment . ",0
1, I listen to a lot of hip hop . What about you ? ,0
4, Just yesterday . I'm still getting used to it . ,0
11, Thanks . Bye . ,0
4, I prefer the food at Whole Foods . ,0
1, I'd like to very much . ,0
2," Well , it has to be cheap . I don't want a really expensive apartment . ",0
2," Great , how are you ? ",0
8, I'm going to call you soon . ,0
5," It seems that people share the same basic sense of etiquette regardless of their background . Apart from the different tools used for eating we seem to follow the same principles . We do not let inappropriate manners spoil other people ' s appetite.Westerners like to say , “ bon appetite ” before meals which is one way to suggest “ mind your table manners . ” Is there such an expression in Chinese ? ",0
6, Give me a dozen lemons . ,0
2," Anything else , sir ? ",0
6, In this pamphlet it says that the minimum amount for deductibles is $ 2000 . what does that mean exactly ? ,0
9, I love running . Anything else ? ,0
6, I can ' t keep up with the game . The players play so quickly that I can hardly see what they are doing . ,0
10, I see what you mean . I think that's way I like it so much . ,0
3, I ' ll give him a call . ,0
9," You are right . That's the Heart of Lake Pavilion , situated on an islet.It was built in 1552 and is the largest pavilion on the West Lake . Oh , here we are at the Little Yingzhou island . Let's get off the boat . Please watch your steps . ",0
9, Maybe we can think of something somewhere between a chick flick and a horror movie ! ,0
6," train fares are twice as expensive as the bus fare , too . ",0
0,"Tell me what ' s the matter with you , Bill . ",0
9, It was a pleasure . Come back anytime . ,0
8," No , you haven ' t . You just don ' t care about me . You ' re an indifferent husband . ",0
6, Thanks.Would you do me another favor ? ,0
3," Yes , I have too much work to do at the moment . ",0
1, Yes.We have an excellent service here . ,0
11, Sure . ,0
2, When will she be back ? ,0
4, Did you enjoy yourself ? ,0
6, I don't like green apples . ,0
0,There is a tornado warning on . My mother just told me she heard it on the radio . ,0
4," Yes , I would very much like to see it . ",0
1, Give me a minute . ,0
2, Steve Schliessman . S C H L I E S S M A N . ,0
4," Could you sign the back of the check , please ? ",0
16, I thought everyone in your country were experts at mah-jong ! ,0
6," Yes , we have a coffee machine and some other beverages in the break room . ",0
5, Of course . You will have the local specialties . ,0
10, OK . Fifty yuan for each . ,0
4, so what happened in the meeting ? ,0
3," Yeah , I guess I can survive until tomorrow . ",0
3," Honestly , it is one of the funniest movies I've seen in a long time . ",0
7, I will . Where can I leave my luggage ? I really want to leave after lunch . ,0
4, Yes . Does it operate night and day ? ,0
3, We should take the red line . Let's get the tickets at the automatic vending Machine . ,0
0,Would you like to have a piece of cake ? ,0
8, When will I know the results ? ,0
3, $ 30.00 a week . ,0
0,A friend told me I might find a room here . ,0
5, Oh dad . You don't understand at all . ,0
0,Bob's sister will go to America . ,0
2," Oh OK , where do I get off ? ",0
2, Kennedy Airport . ,0
8," No , the roses will be fine . ",0
0,"So , John , what do you do for a living ? ",0
2, Would you like a drink ? ,0
0,Is everything to your satisfaction ? ,0
0,Oh ! My mouth is on fire ! ,0
3, I ' d appreciate that . ,0
9, maybe you should try a cappuccino or a latte ; they taste much better than plain brewed coffee . ,0
7, I never did like this MP4 anyway . I won't hear of it . ,0
11," it ' s a very quiet neighbourhood . There ' s some traffic , but not much . It ' s not very difficult to get to the city centre , but you must remember to turn left and right at the right places or yo ",0
7, That's good . Do you suppose you will be back at company the day after tomorrow ? ,0
5, I don ' t think it ' s very nice . And my father doesn ' t like it . But my mother likes it very much . So we often come here . ,0
0,Something ' s burning ? ,0
5," Next , you feed your dollars into the machine in the slot . Make sure they are smooth . ",0
4," Yeah , but it's expensive . Nah , I'm going to YY's . ",0
1, What do you feel like having ? ,0
2, Should I accept their offer ? ,0
10, That ' s what my records show . ,0
0,"Do you have any tissue , Eve ? I've used all mine . ",0
6, You could have called . ,0
1, This is Rick Allen speaking . Can I help you ? ,0
0,Did you have a good holiday ? ,0
2, What're you going to do ? ,0
0,I want to buy two tickets for tonight's concert . ,0
4, That's a good school . What do you study ? ,0
10," No , really , I think you'd like it . I adapted to it right off the bat . ",0
7, yeah . Mixed marriage is tempting but crisis-ridden . ,0
3, It's not what I asked for . ,0
4, Cash or check ? ,0
8, What kind of chocolate do you want ? ,0
3, It ' s too bad that you have to leave so early . ,0
4, We work hard and spend less time at home because we are trying to provide for our family with goods and services that are usually unnecessary . ,0
10," Yes . Thank you . May I see your passport , please ? ",0
0,Room service.What can I do for you ? ,0
10, I see . She sounds like she really cared about her students . ,0
10, And how about Kyoto ? ,0
0,"Good morning , sir . Is there anything I can do for you ? ",0
5," unfortunately , it ' s inevitable that some people are going to work hard yet not succeed . ",0
1, I like reading novels about early America . ,0
2, I'm going to try to leave by ten . ,0
5," You can always go to Gramercy Tavern . It's quite popular , despite its expensive entrees . ",0
2, I ' m sorry to hear that . Is there anything else I can do ? ,0
0,Are you leaving ? ,0
0,What is your understanding of a job ? ,0
3, That'll be 14 dollars in all . ,0
1, Just a few minutes . I need to make a list of the things that we need . ,0
1," Great ! I'd love to get a little better discount than 6 % , but if your company provides the insurance , that will save us a few bucks ... ",0
3," It was about a married couple . They had to live with the wife's mother , because they didn't have enough money to buy a house of their own . ",0
6, Tomorrow we'll go and pick out some curtains and paint . ,0
11, Yes . Does that mean I'll have to pay duty on it ? ,0
4, sounds like he is pretty cute . What do you think of him ? ,0
3, Could you tell me the cost of production per unit ? ,0
3, What was that ? ,0
3, I ' m a large . ,0
5," Yes , much better . You can log in a website , browse through many items and categories comfortably at home , order the goods , pay by credit or debit card , and the goods will be delivered to your home . ",0
8, I can ask for some advice from him . ,0
7," Yes , of course . The meals and excursions were included in the hotel price . ",0
1," Oh , don ' t go yet . Let ' s at least have one more . ",0
3," I guess you're right.But like you said , you called me here to check me out . I've been doing the same . ",0
4, May I have your name ? ,0
4, What is the greatest disappointment in your life ? ,0
7," Okay , no strawberries tonight . The items will be charged to your amenities account . ",0
7," It said that the book is on the shelf , but it isn ' t . ",0
0,"Hi , Bill . I saw you yesterday with a pretty girl . ",0
0,Did you see May today ? ,0
6, You must have a high IQ score . ,0
1," Sure , let's take a look at the menu first . ",0
7, Take it easy . It's not serious . You should keep the wound very clean . ,0
7," No , don ' t bother . It ' s all right as it is . ",0
8, When will you be paying these fees off ? ,0
1," I have eight years of experience working in the IT industry . For the past two years , I have been working as a project manager for a dotcom . I am also MI certified . I'm looking for a team environment where I can join the excitement of building a company . ",0
8," Yes , you are right . ",0
3," Well , do you like novels ? ",0
5, That old thing ! Why don't you just buy a new one ? ,0
0,Hey man ! How ' s it hanging ? ,0
2, Where's Gate 12 ? ,0
2," What are the dates , sir ? ",0
8," Oh , let's see . . . About six . ",0
2, Does it happen often ? ,0
6, That's interesting . Could you give any reasons for your choice ? Can you explainwhy do you put medicine first ? ,0
15, See you . ,0
4," Look at my nice blue shirt , there ' s a big hole in it . ",0
5, That sounds perfect . Thank you very much for taking the time to speak to me Mr . Parsons . ,0
12, See you . Have a good journey . ,0
7, So what am I allowed to check out ? ,0
0,Good morning . Could I speak to Frans Smith please ? ,0
7, That will probably be Ok . ,0
0,"Hello , housekeeping . Is there anything I can do for you ? ",0
2, Could you point me in the direction of the bank ? I ' Ve lost my way . ,0
2, Do I have to turn on the computer ? ,0
10," Yes , but you have to calculate a little.You paid fifty dollars and you fell down fifty times.So you only spent one dollar per fall . That's cheap . ",0
8," it's an excellent hotel . A friend of mine had her wedding reception there and said it was perfect , though very expensive . ",0
5," Yes , of course . ",0
2, What's the problem ? ,0
0,"May I have your resume , please ? ",0
3, What kind of intermediary is it ? ,0
0,Have you ever shopped online ? ,0
2, Don't worry . You'll do fine . ,0
4," Yeah , my boyfriend plays the video game every time in class with me . Or I chat with my friends through text messages . ",0
7, I don't want to talk about it . ,0
3, Here you are . ,0
4," Correct ! Another contrast is the rules for the general and the king . It seems the general or marshal in xiangqi is much too incompetent . They are required to stay in the palace , waiting to be checked and fleeing for life under the cover of the guards . Look at the king in chess , he is much more capable . ",0
2," I would , but you need to start getting ready for school . ",0
2, Do you want to be an instructor in the future ? ,0
1, I hope I get an easy question like you did . ,0
0,"Hello , is this Professor Clark ? ",0
2, She has keen to buy something which is much cheaper . ,0
4, Is that all ? ,0
2," How much do you want , Mr.Chen ? ",0
5," I am a little worried about my host family . You know , in the agreement , I have to do some cooking for them . ",0
4," It's pretty , isn't it ? It's made of pure silk and it's on sale . ",0
7, How have you been treating it ? ,0
1, I'm looking for a pair of shoes . ,0
11," Whatever , I ' m going to go watch the opening match . ",0
4," Yes , they are . ",0
2, I have to see my daughter . ,0
1, It's a chance in a million . I hear John is interested in it . ,0
4, Do I have to pay an additional fare to change trains ? ,0
2, Do you remember where you got it ? ,0
9," Oh , it ' s been uh ... fifteen minutes . ",0
3, That's right . Try it on . ,0
1, Fine . Do you want your windshield cleaned ? ,0
6," Yes , 123 456 789 , Mary from Happy Travel . Have you got that ? ",0
4, Right . Thank you very much ! ,0
10, Right . Seeing is believing . ,0
0,"Waiter , bill , please . ",0
6," Very well too , is there anything I can do for you ? ",0
6, Rivers have created deep valleys and canyons like the grand can you . ,0
2, Can you give us an example ? ,0
9, From 7 to 9 o'clock . ,0
19, How many students are in the class ? ,0
2," Mary , you say something about it . ",0
5, I didn't hear anything about it . ,0
12," I'm not sure if he is or not , but I thought he was definitely fair . ",0
1, I don't think so . There's too much competition . ,0
0,This is 911 . ,0
10," Those are in the non-smoking section , aren't they ? ",0
0,"Somebody , please answer the phone . ",0
11, That's not a problem . We can have a company car take you there . It's only about a two hour drive . ,0
0,What kind of person do you think you are ? ,0
3, You will find a taxi stand the street corner . ,0
6," I'll bet it's good exercise , too ... a good way to keep fit . ",0
11, I have no problem singing like a canary . ,0
9, But maybe there is a chance of gradually improving the surface and atmosphere of Mars so it may be inhabitable by humans . ,0
3, The weatherman says it's going to snow tomorrow . ,0
6," Most animals are not locked up in tiny cages . Rather , they are set in almost natural surroundings or well-tended gardens . ",0
7," Oh , yes . Several of the buildings from the villages still survive . Many of them were inns for travelers and today survive as pubs . There was a castle near one village , so our city has a castle too . ",0
0,I'll cook dinner for you . ,0
2, Have you been drinking ? ,0
4," OK . How about some very cool sneakers for your children ? Anyway , it won't cost you much . It's only around $ 59.95 for each pair . It might be cheaper than that in America . ",0
11, Of course . ,0
4, He sounds hot ! What does he do for a living ? ,0
3, Yes . ,0
9," that sounds reasonable . How about this , from now on , you can be responsible for scheduling . That means that if you can't find someone to cover a shift , then you'll have to do it . ",0
4, That's a good point . I'll make a note to increase it to 4.80 to make sure we can accept the new containers . ,0
6, That's right . Details can mean succeed or fail . ,0
2, What is the next step ? ,0
3, We cannot judge a man totally by that . ,0
3," Yes , you passed . ",0
0,Is there a city where it's always warm ? ,0
5, Here's your receipt . ,0
1," First of all , I hope to spend a few years working in some famous companies to command a skill , to set a solid foundation and to build my interpersonal network . When I feel I have accumulated enough experience , I hope to own an undertaking . Of course this is up to the situation then and the opportunities the companies offer me . In the long run , I hope to be an entrepreneur . ",0
4, Dark blue . ,0
0,Is this Mr.Smith ' s residence ? ,0
1," Well , let's try a size ten . ( He gets another pair and the customer tries a shoe on . ) Looks like a perfect fit . ",0
0,"Thomas , would you be so kind as to lay the table for me ? I'm busy in the kitchen . ",0
4, I am very interested in this position . ,0
3, Egg tarts . ,0
4," Excuse me , how long does it take to get there ? ",0
3, Size 40 . ,0
6," You know , the basics . A rake , shovel , spade and a hoe . ",0
4, Ok . Which facial would you like ? We have five different kinds of facials . ,0
0,I'm feeling down . ,0
0,"Hi , I'm here to check in . ",0
8, We offer 24 - hour service . ,0
2, I ' m surprised to hear that . I thought you had some very good suggestions . ,0
9, Just one . I noticed an item about flextime . Is that a possibility for me ? ,0
5, It seems too short . ,0
0,"Did you read the news that ' China's property prices rose at the fastest pace in 18 months in December , ending the year with rising fears of bubbles in the property market ' ? ",0
8, The same is true for ' My Hero ' . Winners of the contest used to star in the TV series ' The Frog Prince ' . ,0
11, When was the company founded ? ,0
3, But two players of the team have been booked and one is out . ,0
10, That's alright . Make sure everyone knows that we must stick to the new deadline . ,0
2," Certainly , that's what we're here for . What can I help you with ? ",0
6," I wish it wasn't , but there is actually a lot of crime and prostitution around here . ",0
8," Well , that's a good question . I haven't swum for almost two years . I think I need more practice . ",0
8," The air-conditioning is already off , madam . ",0
6," It does , but it won't connect to anything . ",0
5," almost always . However , sometimes they get mad at me for not giving them any cash . ",0
4, Are you in love ? ,0
1, That's a secret . ,0
2, But I want you to be fit . ,0
1, What's the problem ? ,0
2," All right . If you need any help , just let me know . My name is Greg . ",0
1, Sounds like an Italian name with an “ i ” at the end . ,0
3, This particular test calls for you to urinate into the cup after you have urinated a little into the toilet . ,0
7, Have you got your visa yet ? ,0
0,"Hi Cody , how did practicing go this week ? ",0
8," Between six in the evening and eight in the morning , sir . ",0
10," David , stop dreaming . It ' s time to do your homework . ",0
0,Do you like the cookies ? ,0
4," Well , I ' m from Chicago . There few people take the time to get to know their neighbors . ",0
1, About 3 000 dollars . ,0
5, Why ? I don ' t want to have nail polish or anything like that ! ,0
0,I can't believe Mr . Fro didn't buy it . Who does that guy think he is anyway ? Bill Gates ? ,0
3," Hold on , I ' ll get her . ",0
3, I'm worrying about my exam . ,0
10," come on , Mary , you're a total catch . I bet he will call you . Don't worry . ",0
1, I don ' t think so . ,0
12, how about some mascara ? That will make her eyes look bigger . ,0
3, Just two people . ,0
0,How are your Chinese lessons going ? ,0
1, I want to try on this suit . ,0
6, Thank you . ,0
7, The next flight is at five fifteen and there's another at six thirty . ,0
2," Well , make sure to put out the pepper and salt shakers . I don ' t know if your brother is coming tonight so set an extra place mat just in case . ",0
2, What are you going to do to it ? ,0
18, I see . ,0
0,Are you going somewhere ? ,0
0,Did you punch in ? ,0
3," Oh , without doubt.When is the next class ? ",0
2," Well , I've got to stop and get gas in the car , first . ",0
0,I made a reservation three days ago.My name is George Smith . ,0
5," No , that won ' t do . I ' ll take this smoked ham you have here . ",0
4, Maybe he is not good ay rebounding ? ,0
1," Yes , I'm calling from Mexico . I will be in town next week and would like to know if you have availability . ",0
1," I have no idea . To be honest , I couldn't care less . ",0
3," to tell the truth . i don't like it , it's too noisy . ",0
3," So decode this for me , Madame Psycho . ",0
1," Well , I like playing the violin . ",0
1," Oh , I'm sorry , Nigel . I'm rushing to a meet right now . ",0
8," sure , would you like to see them ? ",0
4, What do they do ? ,0
11, It can help you leave a deep impression on the interviewer . ,0
6, I usually only drink beer and I rarely drink more than a few pints . ,0
3, That ' s out of the question . ,0
2, Then when is the earliest we can expect shipment ? ,0
1, Yes . ,0
4, I'm afraid I haven't got a larger dress . This is the largest dress in the shop . ,0
6," I hope my starting salary will be 3,000 yuan a month if I become a formal worker . ",0
1, Glad to tell you . The price of CPU is 300 dollars . ,0
0,"Well , how does it look ? ",0
6, That ' s good idea . You don ' t need to worry about missing an issue of a magazine if you do that . I suppose you have a mortgage too . ,0
3, A return ticket is forty-six pounds fifty . ,0
4," Glad you like it . By the way , is this your first time to China , Mr . White ? ",0
9, I really like the food . ,0
6, What was she thinking ? Did you confront her about it when you saw her ? ,0
3, I ' m afraid I have some business to attend to . ,0
4," Yeah , and it's bigger than ours was . ",0
5, Sure . ,0
3," Yes , I do . ",0
3," Yes , right here . ",0
3, French toast sounds good . What are you going to order ? ,0
0,What would you like for dessert ? ,0
7, You will make it if you persist in it . ,0
0,Welcome to Bill ' s Fabric World . What can I do for you today ? ,0
2, Do you say prayers before dinner ? ,0
6," But I ' m just in it for the money , right ? How else am I going to be able to afford to keep taking Angela to the movies ? Besides , I love the smell of gasoline , don ' t you ? ",0
4," Yes , but we charge 50 % more and it only takes 3 hours . ",0
5, Who's Brad ? ,0
5," Well , China is located on the Eurasia plate , where earthquakes happen frequently due to the earth's plates knocking against each other . ",0
5," Of course I know . But there is too high a rate . Frankly speaking , the maximum discount we can make is 6 % . ",0
5, We offer a complementary breakfast buffet and free parking . ,0
6, OK . Here you are . ,0
0,Do you like watching TV ? ,0
1, Yes . I ' m looking for something to wear to a formal party . ,0
6," Oh , what a nightmare ! Then what happened ? ",0
4, I ' m only complaining about a movie that I could have rented or bought and then thrown in the garbage . ,0
0,Shall we buy ? ,0
18, Yes . ,0
9, I wonder if it keeps good time . ,0
3, But I ' m not in there very often . It ' s so noisy that I can ' t work . ,0
7, Then I doubt if you like operas at all . ,0
5," Mr . Fox , we'll hold the table for you for ten minutes . Please be sure to arrive before 8: 40 . ",0
5, That's fine . I'll be waiting for you . ,0
8, Alright . And I won't go to that cafe for awhile . ,0
6," Maybe you could hire me on trial , if I ' m not qualified for this position , you can let me go . ",0
8, It surely is . And the cast is really the best . ,0
3, But you ' re crazy about him . ,0
6," Yes , it will be ready then . ",0
3," Instead of walking , you can take this shuttle to get you there faster . ",0
1," Yeah , I had been in the charity organization for 2 months and I learned a lot from that experience , including love , sympathy , equality , and so on . ",0
12," You'll have to attend a three-week course . If you do well , the job is yours . ",0
0,I like to drive on freeway . ,0
